gene,log2FoldChange,pvalue,padj
Rprm,1.470480478,2.88E-232,4.96E-228
Slc6a1,-0.484991703,8.59E-210,7.40E-206
Tmc6,1.733691963,4.58E-197,2.63E-193
Adamts18,1.674136685,5.44E-192,2.34E-188
Drd1,1.636614604,7.36E-180,2.54E-176
Npas4,-3.144553613,1.42E-170,4.07E-167
Spry4,-0.982173299,1.68E-169,4.12E-166
Acvr1c,1.28419348,2.40E-169,5.17E-166
Dlx6os1,-0.943163434,4.34E-159,8.30E-156
C1ql2,1.558503158,6.80E-159,1.17E-155
Plekha2,1.298661328,1.92E-157,3.01E-154
Gm30551,3.40486077,6.46E-157,9.27E-154
Col4a6,2.037863413,5.06E-154,6.70E-151
5830408C22Rik,2.067271932,1.23E-145,1.51E-142
Rtl3,-2.145289296,3.87E-141,4.44E-138
S100a6,1.798103215,2.23E-137,2.40E-134
C4b,2.586272317,2.89E-137,2.92E-134
Draxin,1.325446069,6.64E-134,6.35E-131
Gldn,2.131730549,3.87E-131,3.50E-128
Camk1g,-0.633260781,1.61E-128,1.38E-125
Ssc5d,1.983904275,4.33E-126,3.55E-123
Flnc,2.143413554,6.14E-126,4.81E-123
Lnp1,1.920930309,2.00E-124,1.49E-121
Mmp19,1.792601355,2.49E-124,1.79E-121
Capg,1.956833069,3.33E-124,2.29E-121
Gm34567,1.154105953,1.33E-122,8.82E-120
Adgrf4,2.509841626,3.63E-121,2.23E-118
Bgn,1.751617954,3.49E-121,2.23E-118
Gm28578,1.177475135,1.09E-119,6.48E-117
Htr5b,-1.325876946,5.00E-119,2.87E-116
Rasd1,-1.342445235,3.89E-118,2.16E-115
Penk,1.621121163,1.07E-117,5.74E-115
Mfap4,1.708255539,9.97E-117,5.20E-114
Ppl,1.425644282,8.66E-115,4.39E-112
Pip5k1b,-0.73717117,6.19E-114,3.04E-111
Gfap,1.802767628,3.82E-111,1.83E-108
Col6a1,1.561030815,1.04E-110,4.85E-108
C2cd4c,0.917954903,3.03E-110,1.37E-107
Slc6a5,4.378450365,1.15E-109,5.08E-107
Camkk2,-0.730842569,4.40E-107,1.89E-104
Stk26,-0.718231351,7.35E-107,3.09E-104
Igfbpl1,1.748461243,8.11E-107,3.32E-104
A2m,1.876972817,3.62E-106,1.45E-103
Hcar2,3.1097094,5.47E-106,2.14E-103
Nanos1,-0.406707476,5.67E-105,2.17E-102
Ecm1,1.291907874,1.52E-103,5.68E-101
Etv5,-0.585785367,3.54E-103,1.29E-100
Ngf,-0.790413949,8.42E-103,3.02E-100
Ggta1,1.606069853,1.44E-102,5.06E-100
Slc2a10,0.968675813,9.81E-102,3.38E-99
Abhd6,-0.360355659,1.03E-101,3.46E-99
Ccn4,2.198152463,5.54E-101,1.83E-98
Sbk1,-0.670570858,1.21E-100,3.94E-98
Col4a5,1.282551958,4.37E-100,1.39E-97
Dnajb1,-0.849689872,5.57E-99,1.74E-96
Itgax,4.447456919,2.13E-98,6.55E-96
Bpnt1,-0.304502949,2.38E-98,7.20E-96
Vim,1.898005918,2.66E-98,7.88E-96
Dusp6,-0.939403027,5.18E-98,1.51E-95
Cav1,0.874518325,4.08E-97,1.17E-94
Mei1,2.812747742,4.28E-97,1.21E-94
Gnb5,-0.360260901,5.48E-97,1.52E-94
Slc22a4,1.068632024,7.99E-97,2.18E-94
Msn,0.905456587,8.78E-97,2.36E-94
Cxcr4,0.966394573,4.73E-96,1.25E-93
Gm42864,1.347047171,1.01E-94,2.62E-92
Timp1,3.249660499,5.93E-94,1.52E-91
Car5b,0.820490494,1.41E-93,3.57E-91
Gal,2.546425453,4.62E-93,1.15E-90
Col12a1,1.294760209,6.10E-93,1.50E-90
Col1a1,2.093604302,1.07E-92,2.58E-90
B430319G15Rik,1.247150545,1.38E-92,3.29E-90
Kcnip1,-0.481185646,2.51E-92,5.92E-90
Bmp3,1.660261614,2.64E-92,6.15E-90
Slc14a1,0.999263106,2.01E-91,4.62E-89
Rhoj,0.828062969,2.11E-91,4.78E-89
Ubfd1,-0.324939759,6.90E-91,1.54E-88
Epop,-1.222733801,8.85E-91,1.95E-88
Clec7a,3.874903467,8.29E-90,1.81E-87
Arhgap36,1.935524824,1.12E-89,2.40E-87
Wnt7a,-0.625624617,1.84E-88,3.92E-86
Col3a1,2.555723169,2.88E-88,6.05E-86
Adamtsl3,1.521492373,3.08E-88,6.39E-86
P4ha3,1.238280512,3.48E-88,7.13E-86
Cd44,1.879513783,4.93E-88,9.98E-86
Osmr,1.452993075,3.54E-87,7.08E-85
Il13ra1,0.936315609,6.50E-87,1.29E-84
Anxa2,1.169263442,1.04E-86,2.03E-84
Lhx6,-0.531163841,4.45E-86,8.60E-84
Htra4,1.477424668,1.24E-85,2.36E-83
Lrrc55,0.760430515,2.29E-85,4.33E-83
Agmat,2.837833805,1.08E-84,2.01E-82
Serpinf2,3.070127056,1.92E-84,3.56E-82
Ltbp1,0.684874041,4.76E-84,8.71E-82
Tnfrsf11b,1.398797839,8.18E-84,1.48E-81
Adgrg6,1.235062818,1.08E-83,1.93E-81
Aspg,1.713655453,1.68E-83,2.99E-81
Kcne5,1.580875576,4.00E-83,7.01E-81
Rasd2,-0.662717107,4.03E-83,7.01E-81
Spint1,1.25384916,7.02E-83,1.21E-80
Dlx5,-0.78420807,2.72E-82,4.64E-80
Chst15,0.599035368,1.35E-81,2.28E-79
Gm15663,-0.520814472,2.12E-81,3.54E-79
Rasl10a,0.651508955,3.68E-81,6.09E-79
Ip6k3,1.697722449,3.89E-81,6.38E-79
6330420H09Rik,-1.581162593,7.22E-81,1.17E-78
Pcsk5,0.788500183,7.64E-81,1.23E-78
Glce,0.6060532,9.32E-81,1.49E-78
Mfap2,1.142057194,2.31E-80,3.64E-78
Gpnmb,2.413888095,7.09E-80,1.11E-77
Gm42829,-0.551178792,8.37E-80,1.30E-77
Bcl6,-0.505893141,1.37E-79,2.10E-77
Gramd1c,0.771092253,1.40E-79,2.13E-77
Fgf9,-0.440130151,3.02E-79,4.56E-77
Tgfbr2,0.850954674,4.62E-79,6.91E-77
Igfbp6,1.077060872,1.45E-78,2.16E-76
AU020206,1.595341741,2.37E-78,3.48E-76
Tsc22d3,-0.882381111,1.02E-77,1.48E-75
Gfpt2,1.068886515,2.57E-77,3.72E-75
Plat,0.525096312,4.82E-77,6.91E-75
Akr1b8,2.025261187,5.30E-77,7.54E-75
Pdgfrb,0.56938614,7.32E-77,1.03E-74
C3ar1,2.017601319,7.85E-77,1.10E-74
Slc7a4,0.490466123,8.39E-77,1.16E-74
Rbm24,-0.606211631,1.03E-76,1.41E-74
Anxa5,0.829680373,3.88E-76,5.30E-74
Ccdc3,1.130450651,4.13E-76,5.60E-74
Iglon5,0.464318333,8.10E-76,1.09E-73
Anxa4,1.127642755,8.66E-76,1.16E-73
Ccsap,0.467845415,2.46E-75,3.26E-73
Serping1,1.536175202,2.68E-75,3.52E-73
Pnma2,-0.507831271,2.77E-75,3.61E-73
Aldh1l2,1.195756967,2.94E-75,3.80E-73
Mtrr,-0.427693939,5.50E-75,7.06E-73
Hacd4,0.996166137,6.82E-75,8.69E-73
Ptx3,2.138348972,1.26E-74,1.59E-72
Pros1,0.803331939,1.27E-74,1.60E-72
Sctr,1.286501482,2.29E-74,2.86E-72
Lamp5,-0.818671383,2.69E-74,3.33E-72
2810459M11Rik,0.698812529,3.32E-74,4.08E-72
Col16a1,1.210928357,4.32E-74,5.27E-72
Gpam,0.513796458,1.10E-73,1.33E-71
Ahnak2,1.699019941,1.60E-73,1.93E-71
Lpcat3,0.390468533,1.61E-73,1.93E-71
Spcs3,-0.39844951,1.63E-73,1.94E-71
Dnah1,0.778645158,4.44E-73,5.23E-71
Fcgr2b,1.578658811,4.54E-73,5.31E-71
Rgs6,0.575640366,5.63E-73,6.55E-71
Bhlhe41,0.79905548,6.16E-73,7.12E-71
Itpripl2,0.665815688,1.17E-72,1.35E-70
Ifi202b,2.675780789,1.34E-72,1.53E-70
Pdlim4,1.058581632,1.55E-72,1.75E-70
Arsj,0.818675754,2.97E-72,3.34E-70
1700014D04Rik,1.425401043,3.39E-72,3.79E-70
Nalf2,-0.47348712,3.89E-72,4.32E-70
Bean1,-0.728207877,5.94E-72,6.56E-70
B4galt1,0.7627911,7.42E-72,8.14E-70
Gm38562,1.02124369,1.18E-71,1.28E-69
Id3,0.777227576,1.78E-71,1.92E-69
Txnrd3,0.678547328,2.00E-71,2.15E-69
Thbs2,1.124032213,2.32E-71,2.48E-69
Cdhr2,1.399941101,2.35E-71,2.50E-69
Fbxo7,0.426472279,3.38E-71,3.57E-69
Rgs20,0.446357073,3.81E-71,4.00E-69
Parp3,1.009497201,7.76E-71,8.10E-69
Serpinf1,1.060573653,8.67E-71,8.99E-69
Mocos,0.943098154,9.26E-71,9.55E-69
E2f6,-0.277359184,1.03E-70,1.05E-68
Spred3,-0.42457766,1.19E-70,1.22E-68
Sema3a,1.105804707,5.62E-70,5.69E-68
Fos,-1.978332584,6.41E-70,6.45E-68
Gadd45a,0.709219045,7.31E-70,7.31E-68
Lgals1,1.033367526,8.47E-70,8.43E-68
4931406C07Rik,0.370750993,9.67E-70,9.57E-68
Lox,2.326280838,9.85E-70,9.69E-68
Gm42865,1.806815912,1.49E-69,1.46E-67
Dap,0.565808803,1.58E-69,1.54E-67
Lsp1,1.208828942,1.64E-69,1.59E-67
Moxd1,-0.626110631,2.08E-69,2.00E-67
Eif4e3,-0.412789241,5.73E-69,5.48E-67
Plekhg5,0.441329696,6.22E-69,5.92E-67
Egr2,-2.586226334,1.02E-68,9.63E-67
Plekha3,-0.310537673,1.07E-68,1.00E-66
Col5a2,1.286164772,2.03E-68,1.90E-66
Slc44a2,0.358349586,5.38E-68,5.01E-66
A730036I17Rik,1.151486743,5.60E-68,5.18E-66
Cck,-0.587538367,6.39E-68,5.88E-66
Lingo2,0.618718082,1.00E-67,9.20E-66
Pja1,-0.223674955,1.10E-67,9.98E-66
S1pr3,1.611116587,1.25E-67,1.13E-65
Jade2,-0.51163215,1.62E-67,1.46E-65
S100a11,1.258782703,1.70E-67,1.53E-65
Col1a2,1.751208459,2.19E-67,1.96E-65
Cybrd1,1.010590752,3.12E-67,2.77E-65
Tgif1,1.201333322,3.92E-67,3.46E-65
Lyz2,2.492705954,4.54E-67,3.98E-65
Entpd2,0.78915387,6.69E-67,5.81E-65
Nnmt,1.171903892,6.67E-67,5.81E-65
Egflam,0.702661767,7.35E-67,6.35E-65
Vstm4,1.083299477,8.34E-67,7.18E-65
Egr1,-1.601724142,2.11E-66,1.81E-64
Nr4a2,-0.913517655,2.28E-66,1.95E-64
Las1l,-0.265864322,7.71E-66,6.54E-64
Rab32,0.832966553,1.32E-65,1.11E-63
Cela1,1.263609179,2.71E-65,2.27E-63
Cryzl2,0.814950289,2.71E-65,2.27E-63
Gm20743,0.962241069,3.33E-65,2.77E-63
Best3,1.368510437,5.14E-65,4.25E-63
Elk3,0.546195573,5.86E-65,4.83E-63
5930430L01Rik,0.659034996,6.43E-65,5.27E-63
Lamb2,0.703976355,1.13E-64,9.23E-63
Angpt2,1.569801908,1.29E-64,1.05E-62
Plod2,0.64302354,1.41E-64,1.14E-62
P2ry2,1.113680728,1.47E-64,1.18E-62
Egr4,-1.619397118,1.49E-64,1.19E-62
Cdk18,0.974322309,1.57E-64,1.25E-62
Fxyd7,-0.717411508,1.65E-64,1.31E-62
P2rx6,0.507886346,1.77E-64,1.39E-62
Bmf,0.81629807,4.05E-64,3.18E-62
Mpped1,-0.415422048,5.24E-64,4.10E-62
Rida,0.695163724,7.27E-64,5.66E-62
Ccdc80,1.002026162,9.39E-64,7.28E-62
Atp13a5,0.563477305,9.67E-64,7.47E-62
Rab8b,-0.393304663,1.11E-63,8.54E-62
Dlx1as,-0.82546103,1.28E-63,9.80E-62
Fibcd1,-0.766157918,1.53E-63,1.16E-61
Nrep,0.657697931,1.55E-63,1.17E-61
Arhgef3,-0.373824288,1.70E-63,1.28E-61
Cyp4v3,0.508923491,2.00E-63,1.50E-61
Sec14l1,-0.248400291,2.36E-63,1.77E-61
Tnc,1.136039469,2.63E-63,1.96E-61
Unc93b1,0.874780819,3.08E-63,2.28E-61
Cd1d1,1.561754037,3.35E-63,2.47E-61
Dgat2l6,2.171408602,3.54E-63,2.60E-61
Kansl3,-0.328539216,3.81E-63,2.79E-61
Dusp1,-1.027592937,4.39E-63,3.20E-61
Trim25,0.574249513,5.67E-63,4.11E-61
Htr1b,-0.792211629,6.22E-63,4.50E-61
Clec18a,1.119634702,9.03E-63,6.50E-61
Frzb,-0.878255582,1.29E-62,9.25E-61
Gfod1,-0.485462681,1.37E-62,9.76E-61
Il1r2,1.608061807,1.51E-62,1.07E-60
Kcnip3,0.640171723,1.50E-62,1.07E-60
B3gat1,-0.490663483,1.76E-62,1.24E-60
Aebp1,1.781810245,2.37E-62,1.67E-60
Nr4a1,-1.640986349,2.46E-62,1.72E-60
Arhgap29,0.701959443,2.55E-62,1.78E-60
Cort,-1.44669315,2.87E-62,1.99E-60
Clic1,0.782729949,4.42E-62,3.06E-60
Plekha4,1.420674359,4.61E-62,3.17E-60
Igsf10,1.040978283,8.84E-62,6.06E-60
Adamts12,1.749560405,8.92E-62,6.10E-60
Mxra8,1.039035237,9.94E-62,6.77E-60
Sowaha,-0.473249003,1.00E-61,6.80E-60
Tram1l1,-0.246877338,1.02E-61,6.89E-60
Per1,-0.654656937,1.10E-61,7.42E-60
Col5a3,1.123742816,1.68E-61,1.13E-59
Pawr,0.797743168,2.53E-61,1.69E-59
Cass4,1.578825181,3.20E-61,2.12E-59
Notch2,0.694246645,3.20E-61,2.12E-59
Tnfrsf1a,0.884683624,3.23E-61,2.13E-59
Zc3hav1,0.683384694,3.89E-61,2.55E-59
Spring1,-0.321928248,4.76E-61,3.12E-59
Adgre1,1.072222733,6.18E-61,4.03E-59
Clstn3,-0.344791988,6.77E-61,4.40E-59
Cplx1,-0.340103763,6.90E-61,4.47E-59
Galnt15,1.362765972,9.41E-61,6.07E-59
Klhl8,-0.235391523,9.75E-61,6.26E-59
Heyl,0.757964679,1.25E-60,7.99E-59
Col6a2,1.225663992,1.40E-60,8.94E-59
Cd151,0.629716183,1.55E-60,9.83E-59
Nxph1,-0.354207961,1.74E-60,1.10E-58
Homer2,-0.676805699,2.18E-60,1.37E-58
Chrm4,-0.553542684,2.74E-60,1.72E-58
Casp3,0.426280498,2.79E-60,1.75E-58
Osbpl1a,-0.293141039,3.74E-60,2.33E-58
Sfrp4,0.871058763,6.84E-60,4.25E-58
Rims4,-0.474217081,6.97E-60,4.31E-58
Slc43a3,2.116333968,8.38E-60,5.17E-58
Lgals8,0.309675064,9.89E-60,6.08E-58
Ttc12,0.833465436,1.07E-59,6.55E-58
Emilin1,1.223350753,1.19E-59,7.24E-58
Cilp2,0.820991582,1.22E-59,7.42E-58
Ing1,-0.316486663,1.52E-59,9.20E-58
Blnk,1.076739178,1.54E-59,9.30E-58
Ptpn1,-0.329711475,2.48E-59,1.49E-57
Lag3,1.758785314,2.85E-59,1.71E-57
Ecel1,1.916196919,2.92E-59,1.75E-57
Lhfpl6,0.888861666,3.23E-59,1.92E-57
Gm30092,1.492589222,3.66E-59,2.17E-57
G6pdx,0.325414636,3.81E-59,2.25E-57
Slc22a21,0.933771996,3.86E-59,2.28E-57
Fblim1,1.34641124,5.83E-59,3.42E-57
Asic4,-0.604450499,6.86E-59,4.02E-57
Gbp2,1.062763475,7.70E-59,4.49E-57
Palld,0.539229161,9.26E-59,5.38E-57
Atg4b,-0.176216558,1.03E-58,5.96E-57
Nek9,0.234446951,1.21E-58,7.00E-57
Acvr1,0.507802178,1.28E-58,7.38E-57
St8sia2,0.881483893,1.33E-58,7.65E-57
Arfgap3,0.328920288,1.44E-58,8.21E-57
Tsc22d1,-0.205889864,1.47E-58,8.38E-57
Rap2a,-0.238700668,1.75E-58,9.95E-57
Gm29695,1.211208911,1.83E-58,1.04E-56
Fzd6,0.557112675,2.15E-58,1.21E-56
Cd68,1.503326809,2.20E-58,1.24E-56
Hk2,0.786701631,2.41E-58,1.35E-56
Cavin1,0.83999295,2.49E-58,1.39E-56
Klk6,2.420058015,2.50E-58,1.39E-56
Scn3b,-0.623887986,4.12E-58,2.29E-56
Efemp1,1.049959683,4.27E-58,2.36E-56
Spidr,0.392014467,4.91E-58,2.71E-56
Bcl2l2,-0.283208048,5.42E-58,2.98E-56
Cd180,1.438537454,5.76E-58,3.16E-56
Mylk,0.518311888,7.22E-58,3.94E-56
Fgf10,-0.655420782,7.58E-58,4.13E-56
Syt4,-0.45321787,7.93E-58,4.31E-56
Pigg,-0.330619082,8.11E-58,4.39E-56
Fam131b,-0.278251519,8.24E-58,4.45E-56
Prkar2a,-0.345208563,8.48E-58,4.56E-56
Col4a1,0.566388833,1.11E-57,5.95E-56
Ip6k2,-0.274442866,1.42E-57,7.58E-56
Akna,0.667222635,1.85E-57,9.88E-56
Sox9,0.606305142,1.93E-57,1.03E-55
Nid1,0.96430166,2.39E-57,1.27E-55
Gadl1,1.389736471,3.57E-57,1.89E-55
Txlnb,1.190387547,3.83E-57,2.01E-55
Mthfd1l,-0.558847021,4.29E-57,2.25E-55
Ndc1,0.279743881,4.95E-57,2.59E-55
Lactb2,0.459270453,7.09E-57,3.70E-55
Alkal2,-1.028895894,7.35E-57,3.82E-55
Smoc1,0.716069523,7.75E-57,4.02E-55
Slc11a1,1.54703952,1.04E-56,5.36E-55
2900052N01Rik,-0.691342154,1.39E-56,7.17E-55
Cd84,1.746353262,1.58E-56,8.14E-55
Uap1,-0.251997704,1.84E-56,9.41E-55
Cyp2j6,0.390255779,1.88E-56,9.62E-55
Pgr15l,1.883453318,2.06E-56,1.05E-54
Smyd4,0.404478499,2.29E-56,1.16E-54
St14,1.826410478,2.45E-56,1.24E-54
Fzd8,0.594991555,2.49E-56,1.26E-54
Ptprc,1.165849508,2.54E-56,1.28E-54
Khdc4,-0.394674459,2.76E-56,1.38E-54
Rflnb,0.794662368,2.75E-56,1.38E-54
Steap3,0.778854556,2.74E-56,1.38E-54
Ubl3,-0.218944952,2.96E-56,1.47E-54
Rdh13,-0.297866508,3.38E-56,1.68E-54
Ndufb2,-0.316460012,3.79E-56,1.88E-54
Slc29a1,0.405073571,3.93E-56,1.94E-54
Reps1,-0.260793194,4.37E-56,2.15E-54
Dlc1,-0.458052832,4.55E-56,2.23E-54
Luzp2,-0.425063798,5.00E-56,2.45E-54
Micall2,0.840097422,5.07E-56,2.47E-54
Rgs12,-0.309080064,9.71E-56,4.72E-54
Lgi4,0.626280949,9.82E-56,4.76E-54
Itga2,1.459435372,9.94E-56,4.79E-54
Nfatc4,1.026039909,9.90E-56,4.79E-54
Tmem86a,0.6425528,1.17E-55,5.61E-54
5330413P13Rik,0.810381022,1.37E-55,6.55E-54
Armcx1,-0.284884617,1.61E-55,7.72E-54
Gm13293,0.998041242,2.01E-55,9.59E-54
L2hgdh,-0.25392072,2.03E-55,9.64E-54
Erbb2,0.689026695,2.20E-55,1.04E-53
Phactr1,-0.279066506,2.73E-55,1.29E-53
Fkbp10,0.713959599,2.80E-55,1.32E-53
Grp,1.267017687,4.24E-55,1.99E-53
Mfap3l,0.396077872,4.33E-55,2.03E-53
Gm12056,1.561482722,4.57E-55,2.14E-53
Aldh1a3,2.010662414,5.64E-55,2.63E-53
Acp7,0.851095417,7.02E-55,3.26E-53
Cat,0.443133352,7.84E-55,3.64E-53
Sox11,0.779623733,8.74E-55,4.05E-53
Serpina3f,0.969761984,1.03E-54,4.74E-53
Fam114a1,0.651442101,1.11E-54,5.10E-53
Kif18a,0.947747117,1.23E-54,5.64E-53
Syngr3,-0.273694507,1.30E-54,5.95E-53
Eepd1,-0.33761314,1.91E-54,8.70E-53
Pdgfrl,0.896587761,1.91E-54,8.70E-53
Clec14a,0.940374899,2.15E-54,9.77E-53
Itga5,0.913001009,2.24E-54,1.02E-52
Mical1,0.56424397,2.53E-54,1.14E-52
Emp3,1.378676239,2.90E-54,1.31E-52
Dcx,0.681997292,3.52E-54,1.58E-52
Cavin3,0.495713054,3.74E-54,1.67E-52
Flt3,-0.595294905,3.74E-54,1.67E-52
Naprt,0.744736028,4.95E-54,2.21E-52
Cfh,1.058826849,5.06E-54,2.25E-52
Slamf9,1.473953138,5.58E-54,2.48E-52
Camk2n1,-0.418216699,6.01E-54,2.66E-52
Niban2,0.718831149,6.70E-54,2.96E-52
Hspb6,1.250787899,7.84E-54,3.45E-52
Pard6g,0.615326635,8.36E-54,3.67E-52
Rnh1,0.434783487,9.57E-54,4.19E-52
Fbxo17,0.723093159,1.18E-53,5.18E-52
Sox1ot,-0.497073303,1.22E-53,5.31E-52
Cpne8,-0.533825948,1.38E-53,6.01E-52
Slc44a5,-0.633014724,1.39E-53,6.02E-52
Cd52,1.720814975,1.69E-53,7.29E-52
Mn1,-0.481319746,1.71E-53,7.36E-52
Slc25a24,0.641249305,1.77E-53,7.62E-52
Dbh,1.601934393,2.51E-53,1.08E-51
Gucy1b1,-0.268578891,3.03E-53,1.30E-51
Gm9776,0.545632732,3.30E-53,1.41E-51
Ppp1r3d,-0.390411432,3.36E-53,1.43E-51
Arc,-1.765349639,3.46E-53,1.47E-51
Lrrn3,-0.371581482,3.79E-53,1.61E-51
Kcnk4,-0.879949944,4.09E-53,1.73E-51
Uhrf2,-0.318727828,4.95E-53,2.09E-51
Gm44763,0.765176958,6.74E-53,2.84E-51
Nkiras1,-0.247295609,6.97E-53,2.93E-51
Piga,-0.482525768,1.05E-52,4.41E-51
Arx,-0.45563881,1.10E-52,4.58E-51
Ddr1,0.584090059,1.10E-52,4.58E-51
Ccdc184,-0.464638416,1.30E-52,5.41E-51
Cd276,0.450604482,1.52E-52,6.32E-51
Atcay,-0.211656103,1.54E-52,6.35E-51
Cd33,0.786835434,1.77E-52,7.32E-51
Kank2,0.637574457,1.78E-52,7.34E-51
Apobec1,1.193037291,1.83E-52,7.54E-51
Entpd6,-0.272154247,1.99E-52,8.15E-51
Fadd,0.570595136,2.10E-52,8.57E-51
Kcnf1,-0.585733563,2.41E-52,9.81E-51
Cd300c2,1.179939188,2.54E-52,1.03E-50
P4ha2,-0.552653957,2.96E-52,1.20E-50
Cxcl16,1.339239884,3.07E-52,1.24E-50
Serpina3n,0.839954941,3.06E-52,1.24E-50
Serpina3g,1.920207785,3.59E-52,1.45E-50
Mpeg1,1.70517128,3.99E-52,1.61E-50
Stambpl1,-0.298949415,4.55E-52,1.83E-50
Gm41442,0.826049902,5.90E-52,2.36E-50
Crispld2,1.472993173,7.38E-52,2.95E-50
Dach2,0.728141767,8.05E-52,3.21E-50
Irs2,-0.483122933,8.37E-52,3.33E-50
Efcab7,0.623440246,9.83E-52,3.90E-50
Alox12b,-1.132423301,1.04E-51,4.10E-50
Notch3,0.54065944,1.04E-51,4.12E-50
Mboat1,0.896623823,1.20E-51,4.72E-50
Syn3,0.78793704,1.35E-51,5.30E-50
Fmnl3,0.476338251,1.71E-51,6.72E-50
Cyb5r3,0.434719218,1.81E-51,7.08E-50
Pptc7,-0.278320925,1.98E-51,7.73E-50
Pnkd,-0.321828631,2.33E-51,9.07E-50
Rhbdd1,0.385246631,2.96E-51,1.15E-49
Ednra,0.487734281,3.18E-51,1.23E-49
Serpina3i,1.676838568,3.84E-51,1.49E-49
Erbin,0.517878886,3.95E-51,1.53E-49
Clu,0.474412367,4.28E-51,1.65E-49
Lurap1l,-0.646941003,4.51E-51,1.73E-49
Cd9,0.718352372,4.65E-51,1.78E-49
Gm31115,1.836133237,4.99E-51,1.91E-49
Arhgef15,0.634710646,5.20E-51,1.98E-49
Aqp4,0.733255425,5.40E-51,2.06E-49
Sncaip,0.547803107,7.05E-51,2.68E-49
Siah2,-0.399859915,7.61E-51,2.88E-49
Bach1,0.384084426,8.59E-51,3.25E-49
Rundc1,-0.307735554,9.20E-51,3.47E-49
Fgfr1op2,-0.371877051,9.26E-51,3.49E-49
Cdh7,0.743999625,1.01E-50,3.80E-49
Rph3a,-0.29625687,1.17E-50,4.41E-49
Ppp1r13b,-0.326022312,1.21E-50,4.53E-49
Limch1,0.311325219,1.25E-50,4.66E-49
Cacna1i,-0.653736828,1.30E-50,4.84E-49
Bicdl1,-0.42534467,1.48E-50,5.51E-49
Chst7,0.712880877,1.64E-50,6.09E-49
Rab35,-0.176861381,1.82E-50,6.76E-49
Abca1,0.805061695,1.84E-50,6.78E-49
Mpp2,-0.337350454,2.52E-50,9.30E-49
Dusp5,-0.827385669,2.80E-50,1.03E-48
Ark2n,-0.348405907,2.86E-50,1.05E-48
Fhl4,0.708513302,2.95E-50,1.08E-48
Ttc28,0.59240852,3.21E-50,1.17E-48
Pgghg,0.565614957,3.59E-50,1.31E-48
Egfem1,-0.603487879,3.69E-50,1.34E-48
Rabgef1,-0.19693379,3.69E-50,1.34E-48
Anks1b,-0.242554017,3.97E-50,1.43E-48
B3galt5,-0.467109339,3.94E-50,1.43E-48
Peg13,-0.272672442,4.48E-50,1.62E-48
Mrgprf,1.637640721,4.66E-50,1.68E-48
Slc2a4,1.44775212,5.43E-50,1.95E-48
C4a,1.880467575,5.82E-50,2.09E-48
Nr4a3,-1.048240431,6.16E-50,2.20E-48
Maml3,0.560942216,7.04E-50,2.51E-48
Serpina3h,1.632751494,7.25E-50,2.58E-48
Serpini1,-0.370643368,7.52E-50,2.67E-48
Wee1,-0.385087246,7.56E-50,2.68E-48
Plau,1.070625481,8.07E-50,2.86E-48
Lama4,0.804794706,9.21E-50,3.25E-48
Casp12,1.408953375,9.59E-50,3.38E-48
P4ha1,-0.556149735,1.00E-49,3.52E-48
Hmcn2,1.41392674,1.09E-49,3.84E-48
Plcl2,-0.290140551,1.16E-49,4.05E-48
Prrx2,1.390841369,1.36E-49,4.75E-48
Stk32b,-0.66491996,1.41E-49,4.92E-48
Dlx6,-0.721531783,1.52E-49,5.29E-48
Bend6,-0.263256511,1.67E-49,5.79E-48
Fitm2,-0.243600284,1.71E-49,5.94E-48
Ina,-0.321158403,1.72E-49,5.95E-48
Thap12,-0.227383707,2.07E-49,7.16E-48
Arl11,1.841465085,2.14E-49,7.39E-48
Opa3,-0.245120993,2.37E-49,8.17E-48
Herpud1,-0.52445212,2.69E-49,9.25E-48
Dll1,-0.447434955,2.85E-49,9.79E-48
Aox3,1.418819993,3.02E-49,1.03E-47
Tfcp2l1,0.916729598,3.53E-49,1.20E-47
Ube2q1,-0.163294653,3.53E-49,1.20E-47
Cyp1b1,1.018981275,3.76E-49,1.28E-47
Mapk12,1.054489696,4.30E-49,1.46E-47
Ss18,0.361503108,4.41E-49,1.49E-47
Gsap,0.485594671,4.79E-49,1.62E-47
Elfn2,-0.435252016,6.07E-49,2.05E-47
Fgl2,1.227238566,6.20E-49,2.08E-47
Tep1,0.553630356,6.16E-49,2.08E-47
Ifitm3,0.912275819,8.35E-49,2.80E-47
Emid1,0.952731472,8.73E-49,2.92E-47
Rgma,0.462664932,8.80E-49,2.94E-47
Unc13d,1.034748101,1.22E-48,4.08E-47
Vps37b,0.5983284,1.31E-48,4.37E-47
Cnnm4,-0.371200645,1.46E-48,4.85E-47
Asap3,0.778239097,1.63E-48,5.42E-47
Fam163b,0.826929132,2.11E-48,6.97E-47
Dera,0.567830645,2.21E-48,7.30E-47
Mmp11,0.790534771,2.81E-48,9.26E-47
Ctnna2,-0.247796119,3.46E-48,1.14E-46
Lonrf1,-0.437757971,4.01E-48,1.32E-46
Ric8b,-0.237690256,4.29E-48,1.41E-46
Poglut3,0.354671624,5.41E-48,1.77E-46
Fbln2,0.845002493,5.61E-48,1.83E-46
Mamdc2,0.698387096,6.47E-48,2.11E-46
Lamc3,0.818108386,9.09E-48,2.96E-46
Ctxnd1,-0.660445531,9.24E-48,3.00E-46
