gene,log2FoldChange,pvalue,padj
Rsu1,0.268050656,9.75E-48,3.16E-46
Irak4,0.596840852,1.03E-47,3.33E-46
Elovl4,-0.317330287,1.07E-47,3.47E-46
Ppa1,-0.21308653,1.96E-47,6.33E-46
Racgap1,0.901509764,2.19E-47,7.04E-46
Amd1,-0.227979971,2.57E-47,8.23E-46
Ctsh,0.779581799,2.56E-47,8.23E-46
Pip4p2,-0.244979183,2.58E-47,8.26E-46
Gm42901,2.00726194,2.84E-47,9.07E-46
Islr,0.91412211,2.93E-47,9.34E-46
Plbd2,0.40714912,3.62E-47,1.15E-45
Hexim1,-0.255177912,3.76E-47,1.19E-45
Lgals3,1.338955422,4.30E-47,1.36E-45
Myom3,0.787711839,4.53E-47,1.43E-45
Sp9,-0.659958971,5.04E-47,1.59E-45
Srebf1,0.61896674,6.47E-47,2.04E-45
Cnr1,-0.34864456,7.11E-47,2.24E-45
Entrep2,-0.401758767,8.67E-47,2.72E-45
Gjb2,1.456160996,9.62E-47,3.02E-45
Pik3r6,1.071121362,9.81E-47,3.07E-45
Tmprss6,-1.65231637,1.04E-46,3.24E-45
Angpt1,0.640016764,1.04E-46,3.25E-45
Tmeff2,0.276533992,1.13E-46,3.53E-45
Ankrd28,0.330189531,1.36E-46,4.22E-45
Mapk10,-0.369487773,1.57E-46,4.88E-45
Plb1,1.242509387,1.66E-46,5.13E-45
Adcy7,0.743756332,1.69E-46,5.22E-45
Npr2,0.37761146,1.70E-46,5.24E-45
Dhrs1,0.572904498,1.84E-46,5.65E-45
Abi3bp,1.101180097,1.92E-46,5.89E-45
Vip,-0.517646169,2.08E-46,6.38E-45
Lrrk1,0.782862852,2.57E-46,7.88E-45
Xbp1,-0.568445859,2.99E-46,9.13E-45
Insig2,-0.230225783,3.34E-46,1.02E-44
Smim17,-0.438361263,3.41E-46,1.04E-44
Ddn,-0.474830742,3.44E-46,1.05E-44
Col25a1,-0.554804485,3.62E-46,1.10E-44
E530011L22Rik,0.517128673,3.82E-46,1.16E-44
Sgtb,-0.255357832,3.97E-46,1.20E-44
Cpxm1,0.630831106,4.10E-46,1.24E-44
Dysf,0.700163861,4.20E-46,1.27E-44
Krt2,1.190249905,4.43E-46,1.33E-44
Loxl3,0.565595093,4.74E-46,1.42E-44
Chst14,0.603044232,4.91E-46,1.47E-44
Twsg1,0.309947513,5.30E-46,1.59E-44
Edrf1,-0.338115733,5.63E-46,1.68E-44
Lama2,0.542083252,6.58E-46,1.96E-44
Mfhas1,-0.385762312,6.67E-46,1.99E-44
Myzap,1.516527226,6.73E-46,2.00E-44
Dkk2,1.4216437,6.80E-46,2.02E-44
Ccdc191,0.418225605,7.52E-46,2.23E-44
Syne1,0.5050047,7.80E-46,2.31E-44
Slc6a11,-0.350421194,8.78E-46,2.59E-44
Itgb8,0.487760226,1.15E-45,3.39E-44
Acp3,1.620262108,1.15E-45,3.40E-44
Junb,-1.036403328,1.22E-45,3.59E-44
Ston2,0.404836348,1.23E-45,3.61E-44
Tlnrd1,-0.365737804,1.26E-45,3.68E-44
Cybb,1.915344225,1.43E-45,4.17E-44
Tor4a,0.828923563,1.63E-45,4.75E-44
Fam217b,-0.26583546,1.90E-45,5.53E-44
Man2b1,0.825969512,1.99E-45,5.78E-44
Zbtb40,-0.711439341,2.03E-45,5.90E-44
Klf2,-0.797495925,2.04E-45,5.91E-44
Gdap2,-0.259924844,2.06E-45,5.97E-44
Chordc1,-0.505519014,2.46E-45,7.09E-44
Tnfrsf19,0.263959373,2.46E-45,7.10E-44
Itga1,0.526825373,2.48E-45,7.14E-44
Pth1r,0.637994319,3.28E-45,9.42E-44
Ucma,1.163902575,3.39E-45,9.72E-44
Josd1,-0.220760462,3.53E-45,1.01E-43
Synpo2,0.822461395,3.75E-45,1.07E-43
Elovl6,-0.415237833,4.04E-45,1.15E-43
Hspa1a,-1.191613229,4.14E-45,1.18E-43
Chst10,-0.291061963,4.34E-45,1.23E-43
Il1rl2,1.122364286,4.44E-45,1.26E-43
Per2,-0.726400395,4.66E-45,1.32E-43
Myo1f,1.048010725,4.96E-45,1.40E-43
Cd248,0.893845104,6.75E-45,1.91E-43
Olfm4,1.060762535,7.30E-45,2.06E-43
Mr1,0.655138731,8.04E-45,2.26E-43
Ctnnbl1,-0.233733415,9.12E-45,2.57E-43
Ndel1,-0.254523562,9.26E-45,2.60E-43
Nwd2,-0.653854677,1.05E-44,2.95E-43
Rhot2,-0.282419703,1.08E-44,3.02E-43
Klk7,1.70620693,1.13E-44,3.16E-43
Loxl2,1.489127567,1.17E-44,3.25E-43
Galnt4,0.436944056,1.22E-44,3.39E-43
Parp9,0.629915074,1.23E-44,3.42E-43
Jmjd6,-0.367089979,1.26E-44,3.50E-43
Rasa4,0.796870676,1.47E-44,4.07E-43
Plcd1,0.551523592,1.55E-44,4.29E-43
Gprc5c,0.976567288,1.77E-44,4.90E-43
Pcsk1,-0.661037072,1.85E-44,5.11E-43
Gng4,-0.609647152,1.94E-44,5.35E-43
Celsr1,0.582073544,2.04E-44,5.61E-43
Klhl6,0.933954486,2.09E-44,5.74E-43
Nek6,0.448518101,2.31E-44,6.34E-43
Gprc5b,0.404901507,2.72E-44,7.44E-43
Nhlrc3,0.321969584,2.72E-44,7.44E-43
Ifih1,0.673888774,2.87E-44,7.84E-43
Sat1,0.482447477,2.97E-44,8.09E-43
Fndc5,-0.44620783,3.26E-44,8.86E-43
Grm2,0.810982599,3.26E-44,8.86E-43
Mafg,-0.237515066,3.46E-44,9.37E-43
Slc15a3,1.205820857,3.59E-44,9.71E-43
Mgst1,0.703356161,3.80E-44,1.03E-42
Cnn3,0.673225536,4.37E-44,1.18E-42
Rragb,-0.221430168,4.93E-44,1.33E-42
Ccdc117,-0.538373842,5.11E-44,1.37E-42
Hmox1,0.653224021,5.12E-44,1.37E-42
Tyrobp,1.298280269,5.29E-44,1.42E-42
Hdac4,-0.479893264,5.37E-44,1.44E-42
Sdc1,1.878105085,6.00E-44,1.60E-42
Gm13716,0.749720033,6.02E-44,1.61E-42
Ccnd2,-0.387812934,6.07E-44,1.62E-42
BC034090,0.641454385,7.35E-44,1.96E-42
Svil,0.546311235,7.49E-44,1.99E-42
Tcf24,0.993395554,7.59E-44,2.01E-42
Esrra,-0.33599522,7.64E-44,2.02E-42
Fam234b,-0.23284471,7.69E-44,2.03E-42
Zmiz1,0.568257391,8.48E-44,2.24E-42
Paip2b,-0.218416334,8.55E-44,2.25E-42
Cygb,-0.36536556,8.74E-44,2.30E-42
Upp1,-0.679044839,9.10E-44,2.39E-42
Slc25a38,-0.348122634,9.20E-44,2.41E-42
Ankrd34b,-0.360539809,1.11E-43,2.90E-42
Dhx32,0.177661094,1.13E-43,2.95E-42
Igfbp5,0.739018688,1.13E-43,2.95E-42
Dusp14,0.858346864,1.20E-43,3.12E-42
Armcx3,-0.287000947,1.22E-43,3.18E-42
C3,2.544083199,1.55E-43,4.03E-42
Rimbp2,0.461718848,1.62E-43,4.20E-42
Fkbp7,0.585201464,1.66E-43,4.32E-42
Faim2,-0.323627556,1.70E-43,4.39E-42
Phf8,-0.339100808,2.18E-43,5.63E-42
Stard8,0.427037075,2.48E-43,6.40E-42
Spp1,2.720663602,2.91E-43,7.49E-42
Shisa8,1.221244431,3.12E-43,8.02E-42
Hpgd,0.841539916,3.24E-43,8.32E-42
Atg16l1,-0.207722421,3.45E-43,8.86E-42
Has3,-0.659022748,3.47E-43,8.88E-42
Cds1,-0.331831264,3.55E-43,9.07E-42
Ero1b,-0.354989349,3.81E-43,9.73E-42
Gdpd5,0.490262293,3.97E-43,1.01E-41
Msl1,-0.241841221,4.10E-43,1.04E-41
H3f3b,0.34424175,4.15E-43,1.05E-41
Tmod1,0.444591015,4.22E-43,1.07E-41
Ube2ql1,-0.296863503,4.21E-43,1.07E-41
Mtmr4,-0.399342373,4.49E-43,1.14E-41
Csf3r,1.115089976,4.63E-43,1.17E-41
St3gal3,-0.222989712,4.75E-43,1.20E-41
Birc3,0.695657151,4.84E-43,1.22E-41
Plpp6,-0.288206458,4.83E-43,1.22E-41
Ppp1r7,-0.222046711,5.69E-43,1.43E-41
Tmem185a,-0.202330396,7.44E-43,1.87E-41
Ckmt1,-0.243955769,7.67E-43,1.92E-41
Slc29a2,-0.290067382,8.13E-43,2.03E-41
Ccdc9b,0.456960787,8.52E-43,2.13E-41
Il15ra,0.508420382,8.89E-43,2.22E-41
Havcr2,0.881320553,9.03E-43,2.25E-41
Igsf3,0.528926286,1.02E-42,2.53E-41
Tmem40,1.68248253,1.02E-42,2.53E-41
Aph1b,-0.304105153,1.09E-42,2.70E-41
Socs7,-0.282118253,1.11E-42,2.75E-41
Cap2,-0.289323723,1.14E-42,2.82E-41
Zfp385b,-0.453314772,1.14E-42,2.82E-41
Igsf6,1.27828292,1.18E-42,2.90E-41
Inafm2,-0.317908846,1.21E-42,2.98E-41
Slc4a11,1.338808228,1.22E-42,3.00E-41
Msantd4,-0.202885164,1.25E-42,3.07E-41
Klc2,-0.300802266,1.26E-42,3.09E-41
Axl,0.47129633,1.28E-42,3.12E-41
Parp4,0.462999277,1.32E-42,3.22E-41
Naip2,1.056994229,1.56E-42,3.81E-41
Tmem127,-0.1605678,1.72E-42,4.20E-41
Fam20b,-0.278554069,1.83E-42,4.46E-41
Parp1,-0.338509911,2.08E-42,5.07E-41
Tsku,0.729882598,2.10E-42,5.11E-41
Chpf2,0.458201227,2.20E-42,5.33E-41
Mrc2,1.214990795,2.22E-42,5.38E-41
Gm42303,-0.595587126,2.37E-42,5.72E-41
Apcdd1,0.378458329,2.52E-42,6.09E-41
Itpka,-0.39165634,2.86E-42,6.89E-41
Fastkd3,-0.222040474,2.92E-42,7.03E-41
Caskin1,-0.385937034,3.44E-42,8.27E-41
Tmem126b,-0.235502848,3.67E-42,8.81E-41
Abcf2,-0.159099992,3.69E-42,8.84E-41
Padi2,0.771240232,3.86E-42,9.24E-41
Ctf1,0.711836171,4.01E-42,9.60E-41
Tcaf2,1.067938109,4.14E-42,9.89E-41
Pbx2,-0.256975924,4.16E-42,9.93E-41
Htra3,0.601768272,4.28E-42,1.02E-40
St6galnac5,-0.366173348,4.58E-42,1.09E-40
Gm45819,-0.719439842,4.66E-42,1.11E-40
Lrrc59,-0.170875255,4.97E-42,1.18E-40
Myct1,1.107837626,5.21E-42,1.23E-40
H1f2,0.775083831,5.72E-42,1.35E-40
Pla2g7,0.585977449,6.34E-42,1.50E-40
Ptpn6,0.927292521,6.71E-42,1.58E-40
Syt16,-0.266940091,6.89E-42,1.62E-40
Lum,0.903885909,7.30E-42,1.72E-40
B3gnt7,0.71087949,7.56E-42,1.78E-40
Siglecf,1.558333147,8.08E-42,1.89E-40
Endou,1.447936048,8.24E-42,1.93E-40
Dock8,0.561282037,8.68E-42,2.03E-40
Ly6g6e,1.621215364,9.23E-42,2.16E-40
Olfml3,0.746921498,9.34E-42,2.18E-40
Zbtb11,-0.322265983,9.55E-42,2.22E-40
Plcb3,0.398776687,9.80E-42,2.28E-40
Ccdc88b,0.636072631,1.00E-41,2.32E-40
Kbtbd2,-0.232953344,1.08E-41,2.50E-40
Gm43327,0.850350482,1.12E-41,2.60E-40
Milr1,1.610895113,1.26E-41,2.91E-40
Plp2,0.819457165,1.29E-41,2.98E-40
Gm14569,0.835046322,1.30E-41,3.00E-40
Tmem198b,0.456022674,1.34E-41,3.09E-40
Pnn,-0.264984105,1.35E-41,3.12E-40
Ubl4a,-0.166423475,1.44E-41,3.32E-40
9330133O14Rik,0.471532783,1.48E-41,3.40E-40
Cnot9,-0.165701028,1.56E-41,3.59E-40
Duxbl1,1.03164033,1.60E-41,3.65E-40
Ddah2,0.548562364,1.79E-41,4.10E-40
Trem2,1.391776538,1.81E-41,4.13E-40
Spsb1,0.730018299,1.92E-41,4.37E-40
Pappa,1.28817326,1.95E-41,4.43E-40
Prps1,-0.233745287,2.17E-41,4.94E-40
Ints8,-0.406155799,2.25E-41,5.12E-40
Hvcn1,1.167672329,2.49E-41,5.66E-40
Psmb8,0.984398417,2.56E-41,5.80E-40
Rasgrf1,-0.346985277,2.57E-41,5.80E-40
Naglu,0.635513286,2.65E-41,5.99E-40
1700016P03Rik,-1.351757736,2.67E-41,6.02E-40
Slc37a1,0.555550908,2.74E-41,6.18E-40
Zbtb16,-0.541974522,3.02E-41,6.81E-40
Glis3,0.66693655,3.09E-41,6.95E-40
Hmgcs2,0.871212418,3.27E-41,7.34E-40
Renbp,0.785994196,3.74E-41,8.38E-40
2410022M11Rik,0.63095978,3.76E-41,8.41E-40
Plaat1,-0.37259582,3.93E-41,8.79E-40
Parp10,0.621078132,3.95E-41,8.83E-40
Iqck,0.500450284,4.15E-41,9.26E-40
Ipmk,-0.265527056,4.19E-41,9.33E-40
Klf4,-0.727428729,4.26E-41,9.47E-40
Edaradd,-0.962911862,4.47E-41,9.93E-40
Slc20a1,0.335429952,4.93E-41,1.09E-39
Fubp3,0.26916268,5.63E-41,1.25E-39
Mkx,-0.469827425,6.10E-41,1.35E-39
Ntm,-0.274570447,6.23E-41,1.38E-39
Nuak1,-0.331262114,6.24E-41,1.38E-39
Mki67,0.836360387,6.37E-41,1.40E-39
Fmo5,0.543646282,6.48E-41,1.43E-39
Sst,-0.426058369,7.66E-41,1.68E-39
Sardh,0.578168424,7.87E-41,1.73E-39
Colgalt1,-0.280701496,8.02E-41,1.76E-39
1110002E22Rik,0.812655752,8.19E-41,1.79E-39
Rcn3,0.639612556,8.41E-41,1.84E-39
Zfp217,0.411457972,1.09E-40,2.39E-39
Nupr1,1.232077674,1.18E-40,2.56E-39
Rflna,1.173140095,1.23E-40,2.69E-39
Hpgds,0.642597771,1.47E-40,3.21E-39
Cand2,0.473530253,1.56E-40,3.38E-39
Hspa5,-0.673833377,1.63E-40,3.55E-39
Slc25a25,-0.259212073,1.65E-40,3.58E-39
Cav2,0.588103729,1.72E-40,3.72E-39
Gxylt2,0.837552749,2.21E-40,4.77E-39
F2r,0.340084214,2.25E-40,4.86E-39
Sdc2,0.413510222,2.25E-40,4.86E-39
Fermt1,-1.393884345,2.53E-40,5.44E-39
Epn2,-0.187783864,2.61E-40,5.62E-39
Gm39283,1.085323441,2.83E-40,6.08E-39
Gpat4,-0.149572453,3.00E-40,6.44E-39
Dusp18,0.316016205,3.13E-40,6.70E-39
Kcnab1,-0.311617101,3.13E-40,6.70E-39
Ptgfrn,0.643345312,3.14E-40,6.71E-39
Ing2,-0.250462453,3.22E-40,6.88E-39
Amz2,-0.181121804,3.26E-40,6.94E-39
Xpr1,0.438046581,3.26E-40,6.94E-39
4122401K19Rik,0.75854066,3.32E-40,7.06E-39
Mknk1,0.28891265,3.35E-40,7.11E-39
AU023762,1.281843631,3.42E-40,7.26E-39
Gsdmd,0.785254218,3.57E-40,7.58E-39
Slc25a14,-0.218784616,4.25E-40,9.00E-39
Stmp1,0.314454528,4.28E-40,9.06E-39
Gsn,0.558265818,4.78E-40,1.01E-38
Dlx1,-0.441838927,5.02E-40,1.06E-38
Wipf2,-0.323612004,5.08E-40,1.07E-38
Dcun1d2,-0.198734153,5.23E-40,1.10E-38
Igsf9,0.674492006,5.91E-40,1.24E-38
Ak4,-0.45109017,6.16E-40,1.29E-38
Kif17,0.575440651,6.53E-40,1.37E-38
Car4,-0.616892199,7.55E-40,1.58E-38
Arhgap11a,0.418968014,7.66E-40,1.60E-38
Fmod,1.969417249,7.72E-40,1.61E-38
Trim47,0.82799888,8.26E-40,1.72E-38
Irf8,0.97241999,8.35E-40,1.74E-38
C1qc,1.082327449,8.68E-40,1.81E-38
Grk2,-0.236535863,8.78E-40,1.83E-38
Heca,-0.267344665,9.57E-40,1.99E-38
Usp31,-0.410489331,9.98E-40,2.07E-38
Agk,-0.262670592,1.14E-39,2.36E-38
Rin3,0.859342181,1.14E-39,2.36E-38
Tln1,0.389194693,1.14E-39,2.36E-38
Gm43860,-0.764905688,1.21E-39,2.49E-38
Pi16,1.41674276,1.42E-39,2.92E-38
Tef,-0.371106916,1.48E-39,3.04E-38
Necab3,0.614023314,1.52E-39,3.13E-38
Map6d1,-0.270072735,1.73E-39,3.56E-38
Pgp,-0.260831385,1.76E-39,3.61E-38
Adamtsl4,0.636435147,1.86E-39,3.81E-38
Cldn5,0.51681284,2.14E-39,4.38E-38
Tent5a,-0.725678414,2.14E-39,4.38E-38
Ptcd1,-0.267279219,2.24E-39,4.57E-38
Foxd1,1.320198014,2.34E-39,4.77E-38
2810455O05Rik,0.335532241,2.47E-39,5.04E-38
Gucy2g,0.648365456,2.70E-39,5.50E-38
Gm50048,0.737136143,2.71E-39,5.52E-38
Runx1t1,-0.554779637,2.98E-39,6.05E-38
Tecta,1.252360721,3.12E-39,6.32E-38
Megf6,1.173055423,3.23E-39,6.54E-38
C1qb,1.072765818,3.33E-39,6.75E-38
Ubqln4,-0.237648297,3.38E-39,6.83E-38
Elf1,0.427672322,3.51E-39,7.09E-38
Ifngr1,0.332923946,3.69E-39,7.45E-38
Taf7,-0.301507932,4.02E-39,8.09E-38
Nxpe4,0.442103563,4.08E-39,8.20E-38
Exoc6b,-0.370808459,4.19E-39,8.42E-38
Apobec3,0.596325491,4.27E-39,8.57E-38
Creb3l1,0.650410819,4.53E-39,9.07E-38
Tvp23a,0.471363862,4.80E-39,9.61E-38
Fyb1,0.835746847,5.00E-39,9.98E-38
Mtmr11,0.576711848,4.99E-39,9.98E-38
Rbm12b1,-0.501924493,5.07E-39,1.01E-37
Bhlhe40,-0.365702385,5.87E-39,1.17E-37
Elavl2,-0.477532704,6.01E-39,1.20E-37
Hlf,-0.587165952,6.78E-39,1.35E-37
Arhgap39,-0.356417309,6.85E-39,1.36E-37
Gskip,-0.221138781,7.09E-39,1.41E-37
Col4a2,0.452227264,7.27E-39,1.44E-37
Homer1,-0.821257075,7.46E-39,1.48E-37
Dio2,-0.670534564,7.97E-39,1.57E-37
Dnajb4,-0.28769046,8.63E-39,1.70E-37
Mre11a,0.328095049,8.70E-39,1.72E-37
Zfp521,0.478736649,9.93E-39,1.96E-37
Gsg1l,0.869483065,1.04E-38,2.05E-37
Galnt16,-0.29749584,1.09E-38,2.15E-37
Usp21,-0.243912591,1.12E-38,2.20E-37
Mysm1,0.370434869,1.22E-38,2.39E-37
Gria4,-0.331287181,1.23E-38,2.41E-37
Prkcz,-0.18656986,1.30E-38,2.53E-37
Stk4,-0.237178195,1.34E-38,2.63E-37
Fbln5,1.116667251,1.48E-38,2.90E-37
Stom,0.460051417,1.55E-38,3.02E-37
Pou3f3,-0.246265489,1.59E-38,3.10E-37
Fads2b,1.417926603,1.64E-38,3.20E-37
Zfp35,-0.227020831,1.65E-38,3.21E-37
Kctd1,-0.323921284,1.70E-38,3.31E-37
Zdhhc22,0.925612187,1.73E-38,3.35E-37
Gpr161,-0.569615696,1.86E-38,3.61E-37
Exoc7,0.237536421,1.97E-38,3.81E-37
Papss2,0.728855546,2.09E-38,4.04E-37
Lmna,0.327776337,2.14E-38,4.13E-37
Tbc1d30,-0.376062517,2.20E-38,4.23E-37
Abhd4,0.413407324,2.28E-38,4.39E-37
Neurl1b,-0.472577634,2.37E-38,4.55E-37
Trmt1l,-0.285732256,2.37E-38,4.55E-37
Vmac,0.389570276,2.46E-38,4.72E-37
Espl1,0.662886398,2.48E-38,4.75E-37
Ccl6,2.054148848,2.59E-38,4.96E-37
Cdr2l,-0.315434005,2.60E-38,4.97E-37
Pacsin1,-0.303574579,2.66E-38,5.08E-37
Mc4r,-0.648691612,2.78E-38,5.30E-37
Tlr9,0.881430913,3.13E-38,5.97E-37
Tmem130,-0.310415578,3.17E-38,6.04E-37
Snhg18,0.618855526,3.40E-38,6.47E-37
Epcam,1.337331333,3.42E-38,6.50E-37
Neto2,-0.439120506,3.50E-38,6.63E-37
Rspry1,-0.170094562,3.55E-38,6.74E-37
Tmem50b,-0.246906927,3.60E-38,6.81E-37
Ctdspl,-0.301075499,3.72E-38,7.04E-37
Cables1,-0.525268674,3.84E-38,7.25E-37
Errfi1,-0.48106606,4.01E-38,7.57E-37
Jdp2,-0.380214681,4.21E-38,7.93E-37
Thbs4,1.313702341,4.52E-38,8.51E-37
Fermt3,0.639627433,4.58E-38,8.62E-37
Mvp,0.55923995,4.64E-38,8.72E-37
Ctss,0.96363439,4.68E-38,8.79E-37
Cercam,0.545301819,4.76E-38,8.93E-37
Edc3,-0.173359673,5.58E-38,1.04E-36
Eps8,-0.259925785,5.76E-38,1.08E-36
Ccrl2,0.809757809,6.30E-38,1.18E-36
Sap30bpos,1.191149233,6.56E-38,1.22E-36
Kcnj16,-0.36161175,6.96E-38,1.30E-36
Th,1.415372612,7.21E-38,1.34E-36
Lrrc32,0.913266305,9.40E-38,1.75E-36
Col27a1,0.916540466,9.81E-38,1.82E-36
Eif2d,0.256184197,9.77E-38,1.82E-36
Armcx2,-0.160132219,9.95E-38,1.85E-36
Gna13,0.277989961,1.02E-37,1.89E-36
Ptgs1,0.418667657,1.12E-37,2.07E-36
B4galt3,-0.239774244,1.15E-37,2.12E-36
Dock7,0.353046196,1.21E-37,2.23E-36
Camkv,-0.335171156,1.23E-37,2.27E-36
Col18a1,1.079416685,1.26E-37,2.32E-36
Tacr2,1.185444071,1.40E-37,2.59E-36
Gm56555,1.023839653,1.47E-37,2.71E-36
Nckipsd,-0.262630881,1.51E-37,2.78E-36
Maged1,-0.162720572,1.61E-37,2.95E-36
Gm57223,-0.635327942,1.65E-37,3.03E-36
Ngef,-0.269521147,1.66E-37,3.03E-36
Septin6,-0.365833374,1.66E-37,3.04E-36
Agrn,0.280005412,1.72E-37,3.14E-36
Tfg,-0.191795421,1.76E-37,3.22E-36
Gm27004,1.587563557,1.78E-37,3.25E-36
Trmt44,-0.416901651,1.99E-37,3.63E-36
Dusp9,1.098363126,2.00E-37,3.64E-36
Zfp687,0.269831648,2.03E-37,3.68E-36
Nkd2,-0.618190335,2.03E-37,3.69E-36
Ucp2,0.832726274,2.09E-37,3.80E-36
Slc25a45,0.542241925,2.13E-37,3.87E-36
Bicc1,0.776727489,2.54E-37,4.59E-36
Fosb,-1.128741278,2.70E-37,4.89E-36
Mex3a,0.517634241,2.73E-37,4.93E-36
Stip1,-0.321160845,3.52E-37,6.36E-36
Scn4b,-0.682765163,3.71E-37,6.68E-36
Cntnap1,-0.442718551,3.82E-37,6.87E-36
Anxa1,1.015538241,3.97E-37,7.14E-36
Ctsz,0.89835632,4.14E-37,7.44E-36
Cadps2,-0.362688134,5.51E-37,9.89E-36
Cc2d1b,0.336481533,6.08E-37,1.09E-35
Dnase2a,0.629846691,6.73E-37,1.21E-35
Cnih3,0.546251604,6.84E-37,1.22E-35
Styxl2,1.23633644,6.90E-37,1.23E-35
Grk3,-0.294122062,7.16E-37,1.28E-35
Plin2,0.601774829,7.24E-37,1.29E-35
Ntf3,-0.762802539,7.69E-37,1.37E-35
Medag,0.819975799,7.88E-37,1.40E-35
Slco5a1,0.60124452,7.85E-37,1.40E-35
Ampd3,0.487772482,8.12E-37,1.44E-35
Dok4,-0.403448166,8.20E-37,1.46E-35
Ascl1,0.511155495,8.28E-37,1.47E-35
Slc13a3,0.88512036,9.51E-37,1.68E-35
Dnaja4,-0.318167607,1.06E-36,1.87E-35
Rfxap,-0.201248772,1.07E-36,1.89E-35
Neurl3,0.972769446,1.08E-36,1.91E-35
Phospho2,-0.283413724,1.11E-36,1.95E-35
Srsf10,-0.349503952,1.12E-36,1.97E-35
Vamp5,0.727109652,1.15E-36,2.03E-35
Nat8l,-0.256421317,1.33E-36,2.35E-35
Tex10,-0.264180133,1.34E-36,2.36E-35
Vtn,0.699444356,1.37E-36,2.41E-35
Lypd1,-0.578049864,1.38E-36,2.42E-35
Cd48,1.235109201,1.43E-36,2.51E-35
Cyba,0.925816613,1.45E-36,2.53E-35
Ptafr,0.882508729,1.47E-36,2.58E-35
Pip4k2c,-0.351572841,1.53E-36,2.66E-35
Mfap3,-0.279528756,1.64E-36,2.86E-35
Chrm2,-0.539727714,1.77E-36,3.08E-35
Maoa,0.273224095,1.80E-36,3.13E-35
Cerk,-0.228279427,1.88E-36,3.27E-35
Htr1f,-0.774825114,1.88E-36,3.27E-35
Lcp1,0.619973477,1.98E-36,3.43E-35
C1s1,1.493367175,2.10E-36,3.64E-35
Gm26660,0.664108396,2.14E-36,3.70E-35
Iqgap1,0.451532122,2.17E-36,3.75E-35
Vcam1,0.513286717,2.17E-36,3.76E-35
Bloc1s5,0.322901065,2.18E-36,3.77E-35
Pcdhgc3,0.338966384,2.30E-36,3.97E-35
Megf11,0.566302362,2.32E-36,4.00E-35
Slc1a5,0.892205454,2.33E-36,4.00E-35
Sox4,0.330434236,2.45E-36,4.21E-35
Prickle3,0.816352279,2.48E-36,4.26E-35
Fam83h,0.658537574,2.56E-36,4.40E-35
Manf,-0.603357325,2.77E-36,4.74E-35
Ddx60,1.067085898,2.83E-36,4.84E-35
Krt9,0.9964013,2.86E-36,4.89E-35
Mllt1,-0.289270312,3.04E-36,5.20E-35
Plxnb1,0.32419534,3.17E-36,5.41E-35
Osbpl5,0.3648417,3.25E-36,5.55E-35
C1qa,1.05314012,3.40E-36,5.79E-35
Agt,0.858407338,3.45E-36,5.87E-35
Cntnap2,-0.497358151,3.47E-36,5.89E-35
Tmem151b,-0.382631465,4.41E-36,7.49E-35
Tex11,1.44289266,4.52E-36,7.68E-35
Rab3a,-0.226433955,4.68E-36,7.93E-35
Ipo9,-0.231798317,4.77E-36,8.09E-35
Dnaja1,-0.30131213,4.81E-36,8.13E-35
Ncam2,0.463228593,4.98E-36,8.42E-35
Flna,0.583214431,5.67E-36,9.57E-35
Cstad,0.719586227,5.81E-36,9.80E-35
Niban1,0.533137805,6.01E-36,1.01E-34
Top2a,0.850410363,6.01E-36,1.01E-34
Tuba4a,-0.265558382,5.96E-36,1.01E-34
Trerf1,-0.337765728,6.07E-36,1.02E-34
Pik3ap1,0.618378534,6.12E-36,1.03E-34
Filip1,0.603196815,6.23E-36,1.05E-34
Rhobtb2,-0.237816268,6.97E-36,1.17E-34
Scara3,0.522886496,7.83E-36,1.31E-34
Pdia6,-0.482395786,8.13E-36,1.36E-34
Tceanc,0.485559049,8.73E-36,1.46E-34
Diaph1,-0.216061147,1.03E-35,1.71E-34
Rasl11b,-0.399897636,1.03E-35,1.72E-34
Sacm1l,-0.270635141,1.04E-35,1.73E-34
Prox1,0.607977567,1.05E-35,1.75E-34
Eif4ebp2,-0.234214497,1.13E-35,1.88E-34
Sros1,0.978935526,1.13E-35,1.88E-34
Lcmt2,0.39539834,1.14E-35,1.89E-34
Gdpd2,0.729002581,1.15E-35,1.90E-34
Fmo1,0.539490238,1.32E-35,2.19E-34
Prdx6,0.474351541,1.35E-35,2.23E-34
Npy,0.974928911,1.43E-35,2.37E-34
Ccdc102a,0.615511622,1.49E-35,2.47E-34
Klhl29,-0.3559617,1.50E-35,2.48E-34
Kbtbd12,1.052902698,1.52E-35,2.51E-34
Etnk2,0.72685358,1.58E-35,2.60E-34
Cys1,-0.734644689,1.63E-35,2.69E-34
Itk,0.826721429,1.68E-35,2.76E-34
Slc39a1,0.316096629,1.78E-35,2.93E-34
Tmt1a,-0.321735635,1.95E-35,3.21E-34
Grem1,-0.887950631,2.00E-35,3.29E-34
Sgpl1,0.316835171,2.02E-35,3.31E-34
Tead3,0.605717044,2.13E-35,3.49E-34
Jph4,-0.380506227,2.30E-35,3.76E-34
Synj2bp,-0.24092446,2.36E-35,3.86E-34
Col13a1,1.117993509,2.63E-35,4.28E-34
Gm32224,1.1397215,2.74E-35,4.46E-34
Pcdh7,0.397152624,2.76E-35,4.49E-34
Spty2d1,-0.32261948,2.80E-35,4.56E-34
B3gnt3,1.150256916,2.88E-35,4.68E-34
