gene,log2FoldChange,pvalue,padj
Bloc1s4,-0.159714762,2.71E-12,1.01E-11
1110038F14Rik,0.190363464,2.77E-12,1.03E-11
Bend3,0.208043493,2.79E-12,1.03E-11
Lypla2,-0.159864744,2.80E-12,1.04E-11
ENSMUSG00000121374,-0.372427208,2.81E-12,1.04E-11
Mapk8ip3,-0.151126984,2.81E-12,1.04E-11
A830018L16Rik,-0.181628754,2.84E-12,1.05E-11
Gm10548,0.328669742,2.84E-12,1.05E-11
Med10,-0.163841283,2.85E-12,1.06E-11
Arl6ip1,-0.135404473,2.86E-12,1.06E-11
Hdhd2,-0.103234783,2.88E-12,1.07E-11
Tbcb,-0.146409091,2.92E-12,1.08E-11
Fbxl18,-0.1636174,2.92E-12,1.08E-11
Slc25a21,0.564765454,2.92E-12,1.08E-11
Prkci,-0.116913838,2.95E-12,1.09E-11
Haus2,0.144641642,2.99E-12,1.11E-11
Nhs,-0.292881471,3.00E-12,1.11E-11
Amotl1,0.309776568,3.01E-12,1.11E-11
Ofd1,0.19479805,3.02E-12,1.12E-11
Tmem108,0.218136085,3.03E-12,1.12E-11
Rps6kc1,-0.139087446,3.06E-12,1.13E-11
1700071M16Rik,0.707573518,3.07E-12,1.14E-11
Ccni,-0.10905621,3.08E-12,1.14E-11
B4galt2,-0.16817278,3.08E-12,1.14E-11
BC028528,0.418463281,3.08E-12,1.14E-11
Maged2,0.133214903,3.09E-12,1.14E-11
Gm34934,0.492458224,3.16E-12,1.17E-11
Eif3j1,-0.158470922,3.19E-12,1.18E-11
Igsf21,-0.259622461,3.21E-12,1.19E-11
Dok3,-0.544221555,3.26E-12,1.20E-11
Klf9,-0.167956317,3.29E-12,1.21E-11
Psd2,0.20876539,3.31E-12,1.22E-11
Lin7b,-0.224974088,3.31E-12,1.22E-11
Rab22a,-0.100212925,3.33E-12,1.23E-11
Reep2,-0.144206274,3.40E-12,1.25E-11
Abcd3,0.101438822,3.42E-12,1.26E-11
Pin1,-0.133349966,3.42E-12,1.26E-11
Thsd1,0.23644083,3.42E-12,1.26E-11
Tdrp,0.129571831,3.43E-12,1.26E-11
Spaar,0.446076272,3.43E-12,1.27E-11
Sucla2,-0.133846343,3.46E-12,1.27E-11
Gpsm2,0.140011218,3.46E-12,1.28E-11
Slc35c2,-0.178188767,3.48E-12,1.28E-11
Katnal2,0.209075694,3.48E-12,1.28E-11
Gm37486,0.300594777,3.49E-12,1.28E-11
Ppp2r5a,-0.103011952,3.50E-12,1.29E-11
Ninj1,0.219237995,3.51E-12,1.29E-11
Trib3,0.60505158,3.59E-12,1.32E-11
Ncs1,-0.148776636,3.63E-12,1.33E-11
Dmrta2os,0.542813189,3.65E-12,1.34E-11
Syt12,-0.243595853,3.67E-12,1.35E-11
Lman1,0.10075718,3.70E-12,1.36E-11
1500002C15Rik,0.290195767,3.75E-12,1.38E-11
Ifit1,0.640262252,3.80E-12,1.40E-11
Gm12655,0.284950914,3.82E-12,1.40E-11
Rarg,0.229470147,3.83E-12,1.41E-11
Twist2,-0.623800809,3.84E-12,1.41E-11
Cdh12,-0.306537912,3.91E-12,1.43E-11
Kcnk9,-0.227057476,3.93E-12,1.44E-11
Cyp2d22,0.407569528,3.93E-12,1.44E-11
Emc3,-0.080908959,3.96E-12,1.45E-11
5031425E22Rik,0.214752478,3.98E-12,1.46E-11
Fam221a,0.370095466,3.99E-12,1.46E-11
Rps6ka6,0.233326294,3.99E-12,1.46E-11
Aldh1a7,0.414857671,4.03E-12,1.48E-11
Vnn1,0.652269682,4.03E-12,1.48E-11
Zc3h12a,0.456177767,4.05E-12,1.48E-11
Sting1,0.257585252,4.08E-12,1.49E-11
Slc27a6,0.569892726,4.10E-12,1.50E-11
Ctsb,0.210020613,4.10E-12,1.50E-11
Sepsecs,0.184261659,4.15E-12,1.52E-11
Ppp5c,-0.112573,4.15E-12,1.52E-11
C030018K13Rik,-0.334792499,4.16E-12,1.52E-11
Ranbp10,-0.133155331,4.17E-12,1.53E-11
Mindy3,-0.155699544,4.18E-12,1.53E-11
D6Wsu163e,-0.095196678,4.20E-12,1.54E-11
Tac1,-0.470869672,4.26E-12,1.56E-11
Tob1,-0.221095417,4.27E-12,1.56E-11
Gtse1,0.542760526,4.28E-12,1.56E-11
Cdc123,-0.099092395,4.31E-12,1.57E-11
Gosr2,0.082339569,4.31E-12,1.57E-11
Mef2c,0.242872342,4.33E-12,1.58E-11
Apln,-0.271953148,4.34E-12,1.58E-11
B230354K17Rik,-0.216242407,4.43E-12,1.62E-11
Sv2b,-0.262075869,4.45E-12,1.62E-11
Septin7,-0.150157241,4.51E-12,1.65E-11
6430548M08Rik,0.141819299,4.54E-12,1.66E-11
Gm43668,-0.210146881,4.55E-12,1.66E-11
Faap20,0.201381966,4.57E-12,1.67E-11
Sumo1,-0.141037018,4.58E-12,1.67E-11
Arrb1,0.109111186,4.59E-12,1.67E-11
Fbxo22,-0.093219813,4.60E-12,1.68E-11
Laptm4a,0.147767237,4.65E-12,1.70E-11
Atp2a3,0.406660866,4.70E-12,1.71E-11
Ptch2,-0.486956702,4.74E-12,1.73E-11
Uso1,-0.10765653,4.74E-12,1.73E-11
Ccdc28b,-0.221014332,4.75E-12,1.73E-11
Ephb3,-0.211529502,4.80E-12,1.75E-11
Emc10,-0.154791831,4.80E-12,1.75E-11
Gm13446,-0.284756855,4.82E-12,1.75E-11
Ppan,0.195212886,4.83E-12,1.76E-11
Qrsl1,-0.11648627,4.83E-12,1.76E-11
Elp4,0.14106119,4.84E-12,1.76E-11
Edil3,0.159835413,4.88E-12,1.77E-11
Ndp,0.203978614,4.97E-12,1.81E-11
Sytl1,0.698978115,4.99E-12,1.81E-11
Nek1,-0.160576239,5.01E-12,1.82E-11
Vwa8,0.156869552,5.01E-12,1.82E-11
Rps6ka2,-0.226175786,5.05E-12,1.83E-11
Rc3h2,-0.20517033,5.06E-12,1.84E-11
Rnf180,0.119697856,5.08E-12,1.84E-11
Trim21,0.257132034,5.14E-12,1.87E-11
Itsn2,-0.16000414,5.15E-12,1.87E-11
Rlbp1,0.229632859,5.24E-12,1.90E-11
Hivep2,-0.217786662,5.28E-12,1.91E-11
Flcn,-0.117894869,5.28E-12,1.92E-11
Scly,-0.166237646,5.29E-12,1.92E-11
Myt1,0.221954235,5.40E-12,1.96E-11
Dnmt3b,0.409406894,5.43E-12,1.97E-11
Pak4,0.189095182,5.47E-12,1.98E-11
Pdk1,0.23022548,5.50E-12,1.99E-11
Psen1,-0.098924402,5.53E-12,2.00E-11
Xkr6,0.275058679,5.67E-12,2.05E-11
C2cd4a,0.581506268,5.75E-12,2.08E-11
5430405H02Rik,0.241771714,5.78E-12,2.09E-11
Plbd1,0.7662152,5.79E-12,2.09E-11
Ppp1r9b,-0.214187121,5.87E-12,2.12E-11
Mafa,-0.353253758,5.90E-12,2.13E-11
C330011M18Rik,0.218081465,5.96E-12,2.15E-11
Snx11,-0.120784317,5.97E-12,2.16E-11
Slc46a1,-0.154272009,5.97E-12,2.16E-11
Wdr3,-0.127532229,6.04E-12,2.18E-11
Plch2,-0.323201652,6.05E-12,2.19E-11
Dnajc3,-0.241395452,6.06E-12,2.19E-11
Caps2,0.515752794,6.08E-12,2.19E-11
Ercc1,0.19065074,6.11E-12,2.21E-11
Stk36,0.300437792,6.15E-12,2.22E-11
Exo5,0.14743776,6.15E-12,2.22E-11
Npepps,-0.116437436,6.16E-12,2.22E-11
Rabep1,-0.124590197,6.24E-12,2.25E-11
Zfp949,-0.174612756,6.27E-12,2.26E-11
Tubb3,-0.163092833,6.38E-12,2.30E-11
Astn1,-0.20424462,6.40E-12,2.31E-11
Pomc,0.920820166,6.40E-12,2.31E-11
Gm31812,0.521975321,6.42E-12,2.31E-11
H2bc4,0.264641013,6.46E-12,2.33E-11
Nsl1,0.364117247,6.48E-12,2.33E-11
Slc25a30,0.214760419,6.49E-12,2.34E-11
Gm715,0.217945775,6.49E-12,2.34E-11
D130020L05Rik,0.263306944,6.52E-12,2.35E-11
Tsc22d2,-0.200620228,6.53E-12,2.35E-11
Slc38a5,0.476901086,6.61E-12,2.38E-11
Ccdc149,-0.189057767,6.62E-12,2.38E-11
Vwa5b2,-0.305390754,6.65E-12,2.39E-11
Tyk2,0.214037482,6.66E-12,2.39E-11
Cab39,-0.1150489,6.69E-12,2.40E-11
Klhl36,0.194905993,6.69E-12,2.41E-11
Golt1b,-0.131670107,6.88E-12,2.47E-11
Tbpl1,-0.097003618,6.93E-12,2.49E-11
Pheta2,0.536070897,6.94E-12,2.49E-11
Efna4,0.466176613,6.98E-12,2.51E-11
Pitpnm2,0.206248486,6.99E-12,2.51E-11
Mrps33,-0.174357008,7.07E-12,2.54E-11
Rae1,0.168884974,7.11E-12,2.55E-11
Gm49064,-0.236763694,7.18E-12,2.58E-11
Gm13394,-0.148683843,7.26E-12,2.60E-11
Tst,0.263588393,7.42E-12,2.66E-11
P2rx7,0.237494875,7.43E-12,2.67E-11
Ccdc82,-0.186855785,7.47E-12,2.68E-11
Sowahb,-0.413442377,7.58E-12,2.72E-11
Nat2,0.423610544,7.80E-12,2.80E-11
Tmem175,0.153754468,7.83E-12,2.81E-11
A930007I19Rik,0.298878296,7.90E-12,2.83E-11
Lrp1,0.30804331,7.94E-12,2.84E-11
Golph3,-0.125857473,7.99E-12,2.86E-11
Mmp28,0.331152876,7.99E-12,2.86E-11
Klhdc2,-0.101810171,8.01E-12,2.87E-11
Map2k7,-0.098445045,8.01E-12,2.87E-11
Sema4c,0.171217875,8.04E-12,2.88E-11
Asprv1,0.451521058,8.05E-12,2.88E-11
Ptk2b,-0.198106793,8.08E-12,2.89E-11
Casp1,0.499380688,8.26E-12,2.95E-11
Tfeb,0.25823359,8.30E-12,2.97E-11
mt-Rnr2,-0.311449669,8.36E-12,2.99E-11
H2-DMb2,0.768905413,8.39E-12,3.00E-11
Pi4k2b,0.256092391,8.41E-12,3.01E-11
Spg11,0.17371978,8.44E-12,3.01E-11
Ccdc89,0.350070308,8.52E-12,3.04E-11
Dars1,0.124723824,8.54E-12,3.05E-11
Hic1,0.376666932,8.57E-12,3.06E-11
Ppp2r5b,-0.109586233,8.62E-12,3.08E-11
Emd,-0.120462511,8.64E-12,3.08E-11
Blm,0.249899783,8.79E-12,3.14E-11
Ccz1,0.115475642,8.84E-12,3.15E-11
4933433G19Rik,0.437520577,8.86E-12,3.16E-11
Ralgps2,-0.211292171,8.86E-12,3.16E-11
Serpina3m,0.749853814,9.17E-12,3.27E-11
Gm17396,-0.2906223,9.29E-12,3.31E-11
St7,-0.135856515,9.56E-12,3.41E-11
Zdhhc6,-0.084269376,9.57E-12,3.41E-11
Cep128,0.228755163,9.60E-12,3.42E-11
Klhl28,-0.194567531,9.61E-12,3.42E-11
Tulp4,0.195757822,9.62E-12,3.42E-11
H2-T23,0.958007667,9.63E-12,3.43E-11
Frk,0.640574976,9.63E-12,3.43E-11
Gm10710,-0.462033201,9.65E-12,3.43E-11
Atg4c,-0.13556131,9.80E-12,3.48E-11
Ptpn18,0.473561429,9.88E-12,3.51E-11
Chp2,0.408587816,9.89E-12,3.52E-11
Ncam1,0.135631415,1.00E-11,3.57E-11
Paqr6,0.361436393,1.05E-11,3.74E-11
Shank1,-0.324114653,1.05E-11,3.74E-11
Ddias,0.483408732,1.06E-11,3.78E-11
Gm4221,0.340575476,1.07E-11,3.78E-11
Prox1os,0.286060042,1.07E-11,3.79E-11
Dusp26,0.270622157,1.08E-11,3.84E-11
Gng5,0.24078926,1.08E-11,3.85E-11
Galnt3,-0.270258219,1.08E-11,3.85E-11
Myadm,-0.163140602,1.09E-11,3.86E-11
Syvn1,-0.156879093,1.09E-11,3.87E-11
Dynlt1-ps1,0.350011204,1.10E-11,3.89E-11
Them4,-0.123876545,1.13E-11,3.99E-11
Shld3,0.348242865,1.14E-11,4.03E-11
Rassf7,0.432085169,1.16E-11,4.10E-11
Caap1,-0.1678183,1.16E-11,4.10E-11
Mtarc2,0.171375055,1.16E-11,4.10E-11
Cd36,-0.457373605,1.16E-11,4.11E-11
Zfand3,-0.094823165,1.16E-11,4.12E-11
Ankrd11,-0.165579066,1.17E-11,4.13E-11
Gatm,0.159983089,1.17E-11,4.13E-11
Cd38,-0.219074388,1.18E-11,4.18E-11
Kdm3a,-0.150744824,1.19E-11,4.21E-11
Kcnj5,0.473391225,1.19E-11,4.21E-11
Smarcb1,0.118408279,1.20E-11,4.24E-11
Fam83d,-0.587569282,1.20E-11,4.25E-11
Kifap3,-0.138580284,1.20E-11,4.25E-11
Sephs1,0.100571074,1.21E-11,4.28E-11
Srp19,-0.124675307,1.22E-11,4.30E-11
Timm9,-0.15232388,1.23E-11,4.34E-11
Gm57071,0.474075759,1.23E-11,4.35E-11
Tank,-0.123272411,1.23E-11,4.35E-11
Sbno1,-0.163344383,1.24E-11,4.38E-11
Calb2,0.350857147,1.25E-11,4.40E-11
Syngr2,0.302339593,1.25E-11,4.41E-11
Pik3ca,-0.154066131,1.28E-11,4.52E-11
Pnkp,0.185332099,1.28E-11,4.52E-11
Zbtb43,-0.119701324,1.32E-11,4.65E-11
Sorbs3,0.273132447,1.32E-11,4.67E-11
Nkx6-2,0.324220381,1.33E-11,4.71E-11
Scube1,0.558215376,1.34E-11,4.71E-11
Acsf2,0.314974495,1.35E-11,4.75E-11
Casc3,-0.112283294,1.35E-11,4.75E-11
Brat1,0.121156519,1.35E-11,4.77E-11
Rundc3a,-0.146652149,1.37E-11,4.84E-11
Pdzd4,-0.126269087,1.37E-11,4.84E-11
Mgst3,-0.172735024,1.38E-11,4.85E-11
Cstf2t,-0.111475713,1.38E-11,4.86E-11
Utp4,-0.120234366,1.40E-11,4.93E-11
Gem,0.549580725,1.40E-11,4.94E-11
Sv2a,-0.140134144,1.41E-11,4.96E-11
Zfp354a,-0.187502638,1.42E-11,4.99E-11
Clip1,-0.172179408,1.42E-11,5.01E-11
Gm16499,0.498378701,1.43E-11,5.01E-11
Gm5637,0.554359054,1.44E-11,5.05E-11
Slc6a19,0.683538071,1.45E-11,5.11E-11
Fcsk,0.148514216,1.46E-11,5.13E-11
Wnt8b,0.684392008,1.46E-11,5.13E-11
Mamstr,0.328516969,1.51E-11,5.31E-11
Magee1,-0.133380523,1.52E-11,5.34E-11
Ppp4r3a,-0.152460182,1.52E-11,5.35E-11
Dock11,-0.226751995,1.53E-11,5.37E-11
Tmem179b,0.194372542,1.54E-11,5.42E-11
Selenok,-0.141595506,1.56E-11,5.48E-11
Dipk2b,0.380130155,1.57E-11,5.51E-11
Dio3,-0.574172689,1.58E-11,5.55E-11
Wiz,-0.137154848,1.59E-11,5.57E-11
Vdac2,-0.099078599,1.59E-11,5.58E-11
Fam3a,0.146546689,1.60E-11,5.60E-11
Gm32391,0.251927228,1.61E-11,5.64E-11
Vps18,-0.122062586,1.62E-11,5.67E-11
Nostrin,-0.335183183,1.62E-11,5.68E-11
Gm56582,-0.130509182,1.65E-11,5.76E-11
Aldh7a1,0.131992287,1.65E-11,5.77E-11
Fam149b,-0.094852254,1.65E-11,5.78E-11
Slc16a3,0.404745139,1.68E-11,5.88E-11
Tspoap1,-0.211372274,1.69E-11,5.92E-11
Slc22a5,0.208648843,1.70E-11,5.96E-11
Pgam2,0.391326704,1.72E-11,6.03E-11
Lrp10,0.16766251,1.73E-11,6.06E-11
Hbs1l,-0.101798661,1.75E-11,6.11E-11
Mndal,-0.502353259,1.75E-11,6.12E-11
Kif3b,-0.135903789,1.76E-11,6.15E-11
Sfxn5,0.191055759,1.78E-11,6.23E-11
Silc1,-0.200199654,1.80E-11,6.29E-11
ENSMUSG00000120670,0.382274266,1.81E-11,6.31E-11
Papolg,-0.133106443,1.82E-11,6.36E-11
Ube2d3,-0.136031189,1.83E-11,6.38E-11
Pip4k2a,-0.10941545,1.83E-11,6.40E-11
Rcn1,0.211109197,1.83E-11,6.40E-11
Enc1,-0.211194266,1.84E-11,6.41E-11
Dnaja3,-0.076921042,1.84E-11,6.41E-11
Chrnb2,-0.1348754,1.85E-11,6.46E-11
Dok7,0.223004811,1.86E-11,6.48E-11
Gm56719,0.376962256,1.86E-11,6.49E-11
Veph1,0.752651175,1.86E-11,6.50E-11
Bche,0.350340288,1.89E-11,6.58E-11
Psmc5,-0.123105787,1.90E-11,6.61E-11
Kdm1a,0.077177084,1.92E-11,6.67E-11
Aurkaip1,-0.15181084,1.94E-11,6.77E-11
Slc1a2,0.200668344,1.95E-11,6.77E-11
Kat7,-0.104822136,1.96E-11,6.83E-11
Rpusd4,-0.127174506,1.96E-11,6.84E-11
Dnai2,0.436563658,1.98E-11,6.88E-11
Prpf40a,0.153308831,1.98E-11,6.90E-11
Hadha,0.092918926,1.99E-11,6.93E-11
Pradc1,-0.182242356,2.01E-11,7.00E-11
Pabpc4l,0.481661827,2.02E-11,7.03E-11
Gm14285,-0.38577857,2.03E-11,7.05E-11
1700030J22Rik,-0.203154887,2.12E-11,7.35E-11
Orai1,0.21533408,2.12E-11,7.36E-11
Hdgfl3,-0.13927338,2.12E-11,7.36E-11
Mrap2,-0.398307799,2.12E-11,7.36E-11
Polr3k,-0.150754081,2.12E-11,7.36E-11
Plcxd1,0.265322472,2.12E-11,7.36E-11
Nsmce2,-0.132432173,2.13E-11,7.38E-11
Gm47155,-0.260448567,2.13E-11,7.39E-11
Usp20,-0.145634025,2.13E-11,7.41E-11
Tcf20,-0.158542932,2.15E-11,7.45E-11
St3gal1,-0.418520054,2.15E-11,7.46E-11
Grin1,-0.172989895,2.16E-11,7.48E-11
Optc,0.672028882,2.16E-11,7.49E-11
Tlr6,0.604388439,2.19E-11,7.60E-11
Wdr11,0.111235208,2.19E-11,7.61E-11
Net1,0.266612921,2.21E-11,7.66E-11
Zfp938,-0.178027391,2.24E-11,7.77E-11
Zfp185,0.725428254,2.25E-11,7.81E-11
Rftn2,0.179750783,2.26E-11,7.82E-11
Cabp4,-0.439322697,2.26E-11,7.84E-11
Pcdh10,-0.155969056,2.26E-11,7.84E-11
Clstn1,-0.125504879,2.27E-11,7.88E-11
Apoc1,0.762471559,2.29E-11,7.92E-11
St8sia1,-0.261622884,2.29E-11,7.92E-11
Atp5f1b,-0.107019965,2.29E-11,7.93E-11
Nin,-0.219716216,2.29E-11,7.93E-11
Ap3s1,-0.160147512,2.31E-11,7.98E-11
Ccdc13,0.266648523,2.33E-11,8.05E-11
Spata33,0.161648529,2.33E-11,8.06E-11
Ivns1abp,-0.135816909,2.33E-11,8.06E-11
Kcng1,0.303809519,2.35E-11,8.14E-11
Trmt10c,-0.125204766,2.37E-11,8.19E-11
Slc26a1,0.288673415,2.38E-11,8.24E-11
Lipo3,0.314795669,2.40E-11,8.30E-11
Gnai2,0.15123578,2.41E-11,8.31E-11
Tk1,0.492946795,2.42E-11,8.36E-11
Vcan,0.24730113,2.44E-11,8.44E-11
Eif3l,0.094449068,2.47E-11,8.54E-11
Slc13a4,0.94805879,2.48E-11,8.57E-11
Dtnb,-0.118981132,2.49E-11,8.58E-11
Impa1,-0.120424263,2.51E-11,8.64E-11
Gpr137,-0.137383868,2.51E-11,8.66E-11
Plrg1,-0.088378842,2.53E-11,8.72E-11
Rnf20,-0.088728366,2.53E-11,8.72E-11
BB187676,0.369431152,2.54E-11,8.74E-11
Marchf4,0.294131608,2.56E-11,8.82E-11
Fam210a,-0.13778752,2.58E-11,8.88E-11
Senp5,-0.114739461,2.60E-11,8.96E-11
Ccdc120,-0.163427623,2.61E-11,8.99E-11
Ube2c,0.559149323,2.62E-11,9.02E-11
Map2k4,-0.164133292,2.62E-11,9.02E-11
2310022A10Rik,-0.117110452,2.62E-11,9.03E-11
Mrpl42,-0.124192488,2.64E-11,9.09E-11
Spop,-0.097496237,2.65E-11,9.12E-11
Zfp467,-0.204045533,2.66E-11,9.14E-11
Shank3,-0.256955285,2.67E-11,9.19E-11
Slc38a6,0.31943806,2.70E-11,9.28E-11
Rad50,0.167233945,2.71E-11,9.31E-11
Adss1,0.293869859,2.71E-11,9.33E-11
H2-Q2,0.82536857,2.72E-11,9.34E-11
Zcchc10,-0.15059264,2.72E-11,9.36E-11
Dock9,-0.26744369,2.73E-11,9.36E-11
A930003O13Rik,0.36687797,2.73E-11,9.39E-11
Snph,-0.186626481,2.76E-11,9.49E-11
Mfsd4a,0.159548035,2.76E-11,9.49E-11
Mafb,0.308074616,2.77E-11,9.51E-11
Taok3,-0.130120036,2.78E-11,9.52E-11
Yars1,-0.100675777,2.78E-11,9.55E-11
Gsto1,-0.134746489,2.80E-11,9.59E-11
Zfp944,-0.22339621,2.81E-11,9.64E-11
Dlgap1,-0.198572702,2.84E-11,9.73E-11
Ccdc92b,-0.13256467,2.86E-11,9.81E-11
Trim26,0.108086369,2.87E-11,9.85E-11
Acsl4,-0.227222737,2.88E-11,9.86E-11
Lef1,0.29531338,2.91E-11,9.96E-11
Lsm14b,-0.090686971,2.96E-11,1.01E-10
Mutyh,0.464805569,2.97E-11,1.02E-10
Camta1,-0.197647647,2.97E-11,1.02E-10
Rapgef4,-0.23436357,2.98E-11,1.02E-10
Otub1,-0.145777153,2.99E-11,1.02E-10
Mettl25,0.183903193,2.99E-11,1.02E-10
Tmem169,0.18324203,3.04E-11,1.04E-10
Art3,0.248986463,3.08E-11,1.05E-10
Omg,0.11328048,3.08E-11,1.05E-10
Tmem219,0.220969628,3.11E-11,1.06E-10
Ahrr,0.382936005,3.12E-11,1.07E-10
Tmcc2,-0.185693949,3.12E-11,1.07E-10
Gtpbp10,0.149649604,3.13E-11,1.07E-10
Nhsl1,-0.153898182,3.16E-11,1.08E-10
Sat2,0.30639148,3.16E-11,1.08E-10
Rbms3,-0.206256326,3.19E-11,1.09E-10
Klhl9,-0.131939941,3.20E-11,1.09E-10
Pxmp4,0.132101836,3.23E-11,1.10E-10
Ccdc171,0.378078394,3.28E-11,1.12E-10
Hsph1,-0.227102708,3.28E-11,1.12E-10
Adam23,-0.187125587,3.30E-11,1.13E-10
Nckap1,-0.26700261,3.31E-11,1.13E-10
Hpca,-0.295882319,3.31E-11,1.13E-10
Fbxo3,-0.098682974,3.32E-11,1.13E-10
Ankrd66,0.612523249,3.32E-11,1.13E-10
Bicd1,-0.218481074,3.39E-11,1.15E-10
Dapp1,0.248410207,3.39E-11,1.16E-10
St8sia5,-0.22774331,3.39E-11,1.16E-10
Actr8,-0.071291643,3.46E-11,1.18E-10
Aebp2,-0.150690709,3.47E-11,1.18E-10
Oas1c,0.451604221,3.47E-11,1.18E-10
Fam13c,0.157748114,3.47E-11,1.18E-10
Ralb,-0.135320685,3.48E-11,1.18E-10
Vash1,0.202664173,3.57E-11,1.21E-10
Cebpb,0.454416319,3.59E-11,1.22E-10
Agap2,-0.207588215,3.64E-11,1.24E-10
Gm56635,-0.450500903,3.66E-11,1.24E-10
Aldh1a1,0.353648956,3.67E-11,1.25E-10
Sdf4,-0.076892562,3.68E-11,1.25E-10
Ebp,-0.160009127,3.70E-11,1.26E-10
Sh3pxd2b,0.300790794,3.74E-11,1.27E-10
Nol8,-0.146210032,3.78E-11,1.28E-10
Rell2,-0.205165655,3.82E-11,1.30E-10
Ppp6r1,-0.097184431,3.82E-11,1.30E-10
Gm56736,0.606360189,3.84E-11,1.30E-10
Zmat2,-0.129863395,3.85E-11,1.31E-10
Atp2b4,0.383911937,3.89E-11,1.32E-10
Galns,0.247079461,3.93E-11,1.33E-10
Fam43a,0.258740092,3.93E-11,1.33E-10
Cpne2,-0.232138275,3.96E-11,1.34E-10
Xrcc5,0.136361328,4.03E-11,1.37E-10
Ccdc8,0.263127592,4.06E-11,1.38E-10
Gnl1,-0.151828923,4.13E-11,1.40E-10
Arl4c,-0.168971005,4.14E-11,1.40E-10
Mybpc1,0.554608407,4.16E-11,1.41E-10
Il17rc,0.375133502,4.20E-11,1.42E-10
Spryd7,-0.139220879,4.21E-11,1.42E-10
Usp15,-0.143757771,4.24E-11,1.44E-10
Chd5,-0.1980422,4.25E-11,1.44E-10
Adgrl4,0.199499121,4.27E-11,1.44E-10
Ppp2r2a,-0.099517572,4.33E-11,1.47E-10
Cyld,-0.249265007,4.34E-11,1.47E-10
Taco1,-0.130621535,4.35E-11,1.47E-10
Bmi1,-0.129332859,4.36E-11,1.47E-10
Kat5,-0.091770034,4.36E-11,1.48E-10
Cxadr,0.213308121,4.37E-11,1.48E-10
Gm31356,0.31768135,4.39E-11,1.48E-10
Smc4,0.166566944,4.39E-11,1.48E-10
Preb,-0.091105681,4.42E-11,1.50E-10
Slc4a7,0.232668124,4.44E-11,1.50E-10
Gm44898,-0.326745076,4.50E-11,1.52E-10
4632404H12Rik,0.152796828,4.55E-11,1.54E-10
Gtf2i,-0.095322287,4.58E-11,1.55E-10
Zfp239,-0.167593991,4.62E-11,1.56E-10
Psmd7,-0.102079186,4.65E-11,1.57E-10
G730003C15Rik,0.384284368,4.69E-11,1.58E-10
Invs,0.148520509,4.71E-11,1.59E-10
Ppp1r14a,0.327244614,4.73E-11,1.59E-10
Utrn,0.217196961,4.73E-11,1.60E-10
D7Bwg0826e,0.644503245,4.74E-11,1.60E-10
Prps1l3,-0.121732404,4.75E-11,1.60E-10
Galr2,-0.511448286,4.79E-11,1.62E-10
Tpgs2,-0.162233896,4.83E-11,1.63E-10
Crybg1,0.400560839,4.84E-11,1.63E-10
Drosha,-0.129836567,4.84E-11,1.63E-10
Zfpm1,-0.334852233,4.84E-11,1.63E-10
Pafah1b3,0.245456821,4.89E-11,1.65E-10
Slc23a2,0.186051681,4.95E-11,1.67E-10
Wif1,-0.458953584,4.96E-11,1.67E-10
Slitrk4,-0.205092408,4.98E-11,1.68E-10
Ergic2,-0.118161579,4.99E-11,1.68E-10
Zfp770,-0.127740964,5.03E-11,1.69E-10
Fam171a2,-0.209126857,5.04E-11,1.70E-10
Epdr1,-0.124603947,5.06E-11,1.70E-10
Fndc10,0.189780382,5.07E-11,1.70E-10
Gdap1,-0.137229323,5.07E-11,1.70E-10
Ndufs2,-0.091120309,5.08E-11,1.71E-10
Bace1,-0.107315885,5.11E-11,1.72E-10
Reno1,0.307748985,5.12E-11,1.72E-10
Mtmr2,-0.09269924,5.13E-11,1.72E-10
Tmem132c,-0.263958094,5.22E-11,1.75E-10
Gm9816,-0.107887417,5.27E-11,1.77E-10
Sgo1,0.533966372,5.32E-11,1.79E-10
Zfp280d,-0.19111582,5.36E-11,1.80E-10
Abcf1,-0.111308251,5.39E-11,1.81E-10
Tll2,0.423061667,5.43E-11,1.82E-10
Gm11423,0.499945108,5.43E-11,1.82E-10
Mcrip2,-0.234941393,5.46E-11,1.83E-10
Msc,-0.4226243,5.51E-11,1.85E-10
Gabrg3,-0.377344749,5.56E-11,1.86E-10
Stxbp6,0.239035975,5.57E-11,1.87E-10
Ptpn5,0.165832964,5.59E-11,1.87E-10
Anln,-0.22253172,5.62E-11,1.88E-10
Ino80c,0.114573386,5.62E-11,1.88E-10
Tspan4,0.28580265,5.66E-11,1.89E-10
9330104G04Rik,0.201256102,5.68E-11,1.90E-10
Ccnc,-0.155980838,5.68E-11,1.90E-10
Pamr1,0.292219938,5.70E-11,1.91E-10
Ccdc126,-0.15509642,5.73E-11,1.92E-10
AB041806,0.357497118,5.80E-11,1.94E-10
Llgl2,0.584821854,5.81E-11,1.94E-10
Rab5a,-0.098111228,5.82E-11,1.95E-10
Gm3788,0.261802808,5.90E-11,1.97E-10
2210016L21Rik,-0.116493222,5.90E-11,1.97E-10
Pi4k2a,-0.097478601,5.93E-11,1.98E-10
Rnpepl1,0.165369902,5.96E-11,1.99E-10
Sox13,0.233428937,5.97E-11,1.99E-10
Chchd5,0.15675329,5.98E-11,2.00E-10
Alox8,-0.478008707,6.08E-11,2.03E-10
Mtmr6,-0.121941184,6.08E-11,2.03E-10
