gene,log2FoldChange,pvalue,padj
Rplp1,-0.054902208,0.071932255,0.095454967
Nherf4,0.124949425,0.292972848,0.34277405
1700086O06Rik,0.082118807,0.23145472,0.277166021
Gm7553,-0.055269286,0.354058109,0.406208764
Gm5801,-0.048421484,0.339203373,0.391016331
Gm9259,-0.155700332,0.436967271,0.488914826
Slc16a4,0.101791788,0.148844982,0.185964401
Gm10179,0.043246638,0.194071676,0.23642957
Prrt2,-0.059204647,0.41060418,0.462877561
Nckap5l,0.045957789,0.095066342,0.123414178
Mga,-0.075844756,0.071611597,0.095051433
Cltc,-0.056789397,0.075191533,0.099473336
Nfyc,0.029665177,0.083363232,0.109390355
2700038G22Rik,-0.054408769,0.287010035,0.336621294
Gm44053,0.057849369,0.305426068,0.355868711
Kcnmb4os2,0.052213812,0.199426138,0.242078946
Tmc4,0.09970942,0.420116141,0.472332261
Pik3cd,-0.047729373,0.083883124,0.109966042
Cnnm1,-0.041994891,0.071967862,0.095494857
Capsl,0.086311615,0.158996008,0.197571449
Alg10b,-0.049152619,0.072113067,0.095680155
Gm43080,0.090955331,0.427879439,0.480025851
Rpp21,-0.050806439,0.118941686,0.151787544
Rasip1,0.047428623,0.172929443,0.213162008
Gm49317,0.055717406,0.364319986,0.416621553
Mob3a,-0.031269946,0.102091103,0.131847569
Gm45769,-0.11719357,0.281565348,0.330889262
Cacul1,-0.043961915,0.072824672,0.0965499
Gm57315,0.058916271,0.202058424,0.244963287
Srp54a,0.07208307,0.434167186,0.486224315
Gm15387,0.05906569,0.330382531,0.382024914
Kcna3,0.092392206,0.178370764,0.219116131
Lynx1,-0.052630096,0.075205292,0.099483892
Mmut,0.065408346,0.073669273,0.097624547
D830050J10Rik,0.048109333,0.360778294,0.413147788
Gm14295,-0.202158856,0.193878807,0.236228043
Dtd1,-0.03996093,0.074827668,0.099022407
Pkd2l1,-0.09937647,0.407934981,0.460171632
Tpp2,-0.048784353,0.072905273,0.096649316
Dnah14,-0.132794275,0.289844096,0.339621283
Six3,-0.163636643,0.28894018,0.338677397
Pcdhga8,0.069612922,0.119201063,0.152107271
Rps15a-ps7,0.049321863,0.118183763,0.150865057
Tcea2,0.054685383,0.096413632,0.124993543
Frmpd1,0.04624099,0.093227521,0.121219015
Mdh1b,0.067792342,0.269255591,0.317942499
Gm6192,0.108339104,0.310806224,0.361550097
Xlr3b,0.173081558,0.270370486,0.319105762
Zfp57,0.080055654,0.168675525,0.208500682
Zfp280c,0.060322104,0.102391879,0.132216173
Gm14326,-0.065891869,0.121451664,0.15468104
Ogt,0.046819318,0.074274983,0.098389347
Dll3,0.0523702,0.241111928,0.287430798
Relt,0.043800019,0.104211152,0.134313475
Pcdhgb8,0.188083742,0.332785032,0.384338245
Rbm48,-0.030328338,0.120095261,0.153168839
Tmem234,0.036778089,0.076015454,0.100470671
Ntn4,0.059931512,0.100337638,0.129738759
Gm11223,-0.120498616,0.178313074,0.219060894
Zfp133-ps,0.14681554,0.351868036,0.40407314
Gm9523,0.049452729,0.30818892,0.358747908
Frg2f1,-0.034102721,0.103229744,0.133178207
Acp2,-0.024914396,0.074354494,0.098471938
Rbsn,-0.03176475,0.074995274,0.099228951
Cracdl,0.049996843,0.075882202,0.100317658
Mars1,0.027221079,0.07669241,0.101279873
1600029O15Rik,-0.076340721,0.273885325,0.322855714
Dynlt1c,0.104133054,0.372256867,0.424710346
Ifit1bl1,0.072602107,0.172733359,0.212966053
Gm5425,0.092855396,0.25583613,0.30359597
Zc3h7a,0.040235748,0.082329301,0.108176215
4930579G24Rik,-0.048648535,0.245752645,0.292456691
1700080G18Rik,0.065179822,0.470373434,0.522196357
Calhm5,-0.105554146,0.106516524,0.137007804
Skp2,-0.049175534,0.157008489,0.19524266
Gm18733,-0.04146065,0.309676172,0.360308592
Copg2,-0.03149306,0.074484582,0.098629046
Gm56822,-0.067138887,0.143908636,0.180465015
Apbb1,-0.036064365,0.076340975,0.100885424
Ulk1,-0.03174346,0.074717117,0.098906525
Ttll3,-0.057188767,0.12929374,0.163784122
Daam2,-0.054756617,0.074782221,0.098977484
Gtf3c4,-0.033929158,0.075559634,0.099921913
Rab10,-0.033079741,0.075631295,0.100001314
Gm43858,-0.082278992,0.368709004,0.421025326
1810012K08Rik,-0.060971155,0.375437426,0.42791365
Gm8451,-0.072739267,0.375121647,0.427638677
Gm29787,-0.048855932,0.400350987,0.452623269
Gm9755,-0.080957454,0.34257463,0.394506267
AW146154,0.038259379,0.150882106,0.188304544
Bloc1s6,0.022468452,0.079622095,0.104939495
Gm48045,-0.047459186,0.307917547,0.358528995
Amy1,0.103957578,0.202041622,0.24496017
Gm8066,-0.063392319,0.286979665,0.336608609
Gm8162,0.203344526,0.498269769,0.549363722
Calr4,-0.052202125,0.321156008,0.372406839
Cfap73,0.075405068,0.476362407,0.527982903
Gm12482,0.063464906,0.405240153,0.457459768
Gm37422,0.094189702,0.324498611,0.375776596
Trafd1,-0.031518136,0.080291109,0.105748366
Gm13142,-0.0516484,0.496120524,0.547204376
Gm7712,0.170071122,0.477739911,0.52923707
Pgap2,0.045250262,0.12093303,0.154134547
Pcdhb8,-0.05711876,0.154736721,0.192640335
Cysrt1,-0.057369734,0.145906765,0.182762899
Yeats2,-0.042085074,0.087404658,0.11423459
Gm26512,-0.04786231,0.238483659,0.284612986
Loricrin,-0.081216614,0.154941362,0.192867207
Zfp947,-0.058950837,0.375763479,0.42820022
B930059L03Rik,0.059257383,0.471557567,0.523331311
Hcn3,0.044702774,0.111743304,0.143194434
Gm5171,0.05312286,0.223646443,0.268694157
Csl,-0.051920649,0.361730948,0.414100987
Gm57320,0.067956449,0.435203195,0.487257743
Pwp1,-0.025276998,0.08754544,0.114409901
Efhc2,0.063515991,0.232995626,0.27885606
Susd1,-0.051175285,0.128864268,0.16334827
Naa40,0.046820688,0.093295696,0.121298498
2010315B03Rik,0.042983818,0.103207007,0.133158854
Rsph3b,0.081987713,0.139601574,0.175588302
Gm38057,0.078847576,0.492712684,0.543759209
Gm26737,-0.050760672,0.411357401,0.463635585
Itga8,0.07408693,0.111250076,0.142616831
Vrk2,0.050813008,0.225570628,0.270779135
Zscan12,0.026445313,0.125385871,0.159373284
Gm5578,0.119488854,0.42969292,0.481855756
3300002P09Rik,0.039505542,0.248329889,0.295258372
Mcm6,0.146684494,0.101836031,0.131537888
Oga,0.040338255,0.078085544,0.103016903
Gdf6,-0.05623106,0.504383778,0.555464292
Gm12905,-0.065922727,0.436659256,0.488623286
Stox1,0.044961781,0.194805615,0.23715586
Egln3,0.052170172,0.129470346,0.163983705
6720427I07Rik,-0.075973026,0.236946004,0.283131231
Mars2,0.042797016,0.088141494,0.115031666
Celf2,-0.047005159,0.080358806,0.10582943
Gm43859,-0.055661634,0.505592451,0.556555584
Gm8730,0.146863593,0.112202877,0.143709846
Sfmbt2,-0.085568326,0.172144111,0.212330806
Ackr3,0.046601165,0.09385099,0.121992823
Gna14,0.109872986,0.197510955,0.240126674
Gm21992,-0.049644783,0.435566086,0.487632323
Rbm6-ps1,0.043209793,0.309209173,0.359838203
Nsun6,0.033450288,0.145249412,0.181987291
Ube2d2a,-0.028413567,0.078875033,0.104018603
Rps15a-ps5,0.049985526,0.20586,0.249150955
Arl4a,0.03674339,0.082232042,0.108081421
Kyat3,0.039181391,0.16599606,0.205468913
Muc3a,0.118467229,0.39382196,0.446179493
Gm37176,0.200871841,0.536471315,0.586561053
Zcwpw2,-0.051332224,0.510855409,0.561728841
Kdm6a,0.038085132,0.084820653,0.111102018
Adamts17,0.067543344,0.141280122,0.177492047
Gm4742,-0.093254864,0.151669443,0.189218567
AI837181,-0.033586057,0.081837911,0.107596258
Rhbdd2,0.028746485,0.078700227,0.103796024
Prim1,0.046440878,0.158953111,0.197532404
Actr3-ps,-0.095769264,0.081147322,0.106786179
Smc5,0.039812466,0.087211074,0.113998894
Garin5a,0.147659939,0.215972361,0.260419461
Wdfy1,0.023938314,0.080136196,0.105552412
Ube2i,-0.017288107,0.079087529,0.104266885
Gimap5,-0.053563553,0.481844439,0.533303554
Rps18-ps3,-0.076909679,0.423838141,0.47608155
Tab3,-0.051104095,0.085928169,0.112484221
Cdc6,0.053863342,0.299967,0.350195452
Pcdhga11,0.059167313,0.129522072,0.164025083
Tmem63a,0.062638757,0.087616628,0.114459485
Gm11266,-0.04795986,0.216352606,0.260786622
Gm9843,-0.107061918,0.204625444,0.247813592
Mir99ahg,0.066886796,0.183919492,0.225417596
Terf2,-0.020295036,0.083796462,0.109894278
Ugp2,0.036677855,0.079635719,0.104949416
Spcs2-ps,-0.053844516,0.212904284,0.257008018
C2cd4b,-0.075649637,0.400317475,0.452615108
Pcdha1,-0.066379507,0.364227518,0.416571158
Dhrs3,0.066343526,0.093959716,0.122115708
Mark3,0.017303273,0.08005113,0.105448436
Sfxn4,-0.088270494,0.113687245,0.145513587
Gm13337,0.142331651,0.665302311,0.708169304
Igf2r,0.060158079,0.083182222,0.109196887
Eef1a1,0.038304802,0.086781078,0.113507333
Gm20712,-0.039363714,0.191655194,0.233849767
Bspry,0.056083164,0.186940253,0.228740701
Slc2a5,-0.194046777,0.175975368,0.216528949
Zfp174,0.038965231,0.124941787,0.158879215
Ric1,0.049381664,0.082624554,0.108522743
Gm41361,-0.057226983,0.308004832,0.35860637
Mras,-0.047260624,0.081029421,0.106647332
Gm6906,-0.043807479,0.497517747,0.548604862
Angptl6,0.042571835,0.176526313,0.217098232
Gm11733,0.075484566,0.514644656,0.565606404
Kl,-0.25705417,0.084165082,0.11031047
2810001A02Rik,0.052686433,0.197189772,0.239753125
Copa,-0.025386959,0.081749558,0.107512942
Sp110-ps2,0.056319747,0.527008317,0.577277834
Sycp1,-0.212762159,0.589430075,0.636500177
Bmyc,0.038984594,0.114392079,0.146317822
Gm14296,-0.161682699,0.353037566,0.405226956
Gm14419,-0.066116545,0.52772781,0.577882095
Gm16276,0.05513007,0.547556526,0.597050614
Gm9626,0.10913551,0.5217218,0.572361167
Gm10154,-0.074542468,0.539763001,0.58967318
Zfp992,-0.054970668,0.296804059,0.346926399
Polr1e,-0.034254512,0.145640598,0.182450859
Gm35025,-0.045028107,0.453313213,0.504874072
Zfp592,-0.039030168,0.087569992,0.11442949
Oca2,-0.150294742,0.413337874,0.465623857
Gm49602,-0.045846301,0.139147264,0.175106441
Gm12115,0.045726847,0.269194959,0.317914519
Itfg2,-0.074380159,0.105339482,0.135625568
Gm4430,0.050912472,0.366866918,0.419090694
Rpl6,0.035989147,0.081780583,0.107537313
Mamdc4,0.056389081,0.403152217,0.455431308
Phpt1,0.036046358,0.174100439,0.214451875
Gm2614,0.051955841,0.344706383,0.396722316
Gm9200,-0.052189414,0.478166988,0.529676096
Tmem65,-0.033785527,0.081919795,0.107695689
Mtag2,0.048003077,0.47702826,0.528618802
Ptp4a1,-0.056005467,0.364477284,0.416746062
Pgbd1,-0.036665038,0.199848425,0.242523144
Isg20l2,-0.025248592,0.107074781,0.137695001
Gm31698,-0.056143178,0.519876636,0.570627839
Gm7463,-0.09551808,0.575095273,0.623067047
Il27ra,0.06293249,0.365881469,0.418212723
Dmp1,-0.113690876,0.177737317,0.218384738
Il1r1,0.081562756,0.103482327,0.133464057
Krr1,-0.041345391,0.0870281,0.113785638
Pcdhga2,-0.056661017,0.154563098,0.19246054
mt-Te,-0.07528287,0.154298295,0.192191812
Gm57017,0.051134209,0.405088106,0.457318118
Gm29514,0.083949718,0.374129517,0.426733734
Tdrd12,0.048531339,0.473817336,0.525594272
Gm43071,0.046670659,0.36599515,0.418314887
Slc7a3,-0.088803416,0.140261797,0.176328531
Epb41l4aos,-0.055080118,0.226535679,0.271823866
Xkr4,-0.106896701,0.085246035,0.111642213
P4hb,0.035943692,0.082990083,0.1089779
Gm5276,-0.063861035,0.507925683,0.558721497
2310030G06Rik,0.050862478,0.316613754,0.367635019
Lzts1,-0.053519812,0.083483964,0.109526177
Gpr165,0.059876147,0.126179112,0.160310519
Chchd2,-0.072834727,0.083086733,0.109088172
Nhlh1,-0.098721255,0.301596317,0.351882812
4930479D17Rik,-0.077542708,0.369135513,0.421428487
Dynlt1a,0.102253204,0.415704299,0.467952773
Zscan20,-0.040518844,0.150513246,0.187898689
Zfp652,-0.04730975,0.084172657,0.110312
Sacs,-0.085991968,0.083332664,0.109361018
Gm13110,-0.056229096,0.332128219,0.383656902
Gm12919,0.102964321,0.430461625,0.482608207
Ptprt,-0.067095527,0.083512344,0.109546711
Gm5903,-0.038189202,0.235792018,0.281908862
Gm13534,0.055885626,0.420798083,0.473037171
Gm5577,0.080489688,0.360043256,0.412388356
Rpf2,0.034923146,0.10131404,0.130922595
Zfp524,-0.043943856,0.306421084,0.35690727
Nup214,0.043014356,0.089152302,0.116262706
Gm44509,-0.035928635,0.093110774,0.12107636
Elapor1,-0.037643533,0.090229417,0.117542696
Slc37a4,0.031539743,0.102053409,0.131808777
Arid5b,-0.072518426,0.088239979,0.11513401
Gm12693,-0.043077785,0.193509946,0.235827572
Cntn3,0.04891733,0.095519936,0.123956289
Pcna-ps2,-0.046685095,0.136660498,0.172203632
Gm11766,0.080077464,0.375033287,0.427566263
Pik3r4,0.034906978,0.086736544,0.113464767
Atp6ap1l,-0.104774669,0.347873981,0.399913363
Gm56686,0.080691436,0.210560031,0.254410078
Pigv,0.056451346,0.146264235,0.183098869
Gm11613,0.129313832,0.141696718,0.177953712
Gm8226,0.056419187,0.350955641,0.40318676
Sltm,-0.04257475,0.086296117,0.112922947
Fntb,-0.02629361,0.094832437,0.123138385
Gm36501,-0.044549997,0.533711915,0.583803578
Lrrc7,-0.069664109,0.085183103,0.111568283
BC022960,-0.057812891,0.352701311,0.40489499
Folr1,-0.370237571,0.186854535,0.228656711
Ppp1r42,-0.05939963,0.575944854,0.623777194
Nrtn,-0.066266518,0.32342781,0.374763484
5430416N02Rik,0.070273798,0.293054814,0.342846647
Rpl9,-0.053567162,0.085915441,0.112476112
Slfn5,0.057620887,0.13481554,0.17011543
Chd1,-0.048949767,0.094986858,0.123320293
2010007H06Rik,0.049129664,0.433230375,0.485364639
Gm8834,0.062953056,0.196441252,0.238927415
Gm6474,-0.054860039,0.487678501,0.538963644
Caml,-0.027829533,0.094798233,0.123112546
Gm7389,-0.074602333,0.442887543,0.494823657
Bloc1s1,0.04625457,0.180493484,0.221486658
4930512B01Rik,0.051052465,0.49075711,0.541809447
Gm5587,0.116826752,0.399013514,0.451348314
Cyb5rl,0.077032453,0.164906774,0.204294415
Plag1,0.069256294,0.266548894,0.315092203
Dele1,0.028958256,0.094055207,0.122221358
Med19,-0.025363146,0.092964191,0.120894884
Prtn3,0.051268041,0.472929477,0.52478618
Ccdc27,0.050951889,0.544116204,0.59375064
4930507D05Rik,-0.042527325,0.385709235,0.438085233
Gm18722,-0.040487238,0.528081019,0.578158536
Usp43,0.057926129,0.404064963,0.456282752
Scd1,0.051803321,0.087915073,0.114797093
Prdx2,-0.03032939,0.086990502,0.113745119
Cyb561,-0.053646593,0.087982428,0.11486886
Gm57264,0.056419609,0.459142393,0.510672427
Ranbp1,-0.03604977,0.094659015,0.122950297
Gstm6,-0.117028717,0.147438242,0.184421007
AI839979,0.041549571,0.397499462,0.449960922
Vps53,-0.03057804,0.087150098,0.113927839
Nphp3,-0.04340277,0.152422231,0.190033772
Gm49493,0.065570413,0.52976349,0.579742449
Gm38451,0.045276307,0.582084707,0.629515998
Ube2a,-0.036176032,0.089421913,0.116587806
Cep19,0.049280214,0.091016626,0.118505423
Pygl,0.053470327,0.185156986,0.226708326
H3f3a-ps1,-0.035815998,0.562318681,0.611211326
Lactb,-0.028319601,0.115307831,0.147390585
Thpo,-0.074241819,0.217303334,0.261853173
Bex4,-0.04279503,0.130441609,0.165080272
Afap1,0.047810159,0.101591165,0.1312413
Gm56971,-0.054421413,0.087606625,0.114455103
Vps52,-0.025630086,0.087711789,0.114549028
Cep68,-0.027665703,0.091313374,0.118882802
Krt18,-0.178625981,0.297329458,0.347446154
Gm29125,-0.058872965,0.89401062,0.91116038
Scyl2,0.030584584,0.091339593,0.118907945
Ddx1,-0.027426073,0.088215802,0.11511119
Araf,0.025399488,0.08798844,0.11486886
B230206L02Rik,0.09763046,0.518878151,0.569713515
Polr1has,-0.04663905,0.22512375,0.27028039
Desi2,-0.033235044,0.09461328,0.122900166
Zfp658,-0.036347697,0.153541996,0.191318995
Aasdh,0.029937949,0.138564949,0.174433326
Gm10036,-0.058571012,0.427121113,0.479300054
Tmem79,0.044845594,0.482552017,0.534015806
Gm14391,-0.098164012,0.541956201,0.591768731
Gm5920,-0.04995894,0.60181142,0.648487122
Eif4g3,0.048303548,0.089389782,0.116554743
Rps11-ps1,-0.042652797,0.257691878,0.305524347
Gm8983,-0.122175817,0.196505208,0.238969781
Cbln2,-0.052982388,0.120179071,0.153253021
Gm15190,-0.089375456,0.286036125,0.335684882
Dydc2,0.084183938,0.472297793,0.524119018
Rps7-ps2,-0.039510476,0.614150582,0.660047957
Krt10,-0.042872708,0.14834775,0.185396992
Gm57304,0.054470361,0.439387363,0.491271374
2700099C18Rik,-0.065564972,0.642079949,0.686421826
Gm6278,0.062708105,0.643708541,0.687949266
Chn1os3,0.071530128,0.401976181,0.454281642
Pard6b,-0.041295008,0.174705821,0.215166774
Crebbp,-0.051763256,0.090541499,0.117915329
Zranb2,-0.037146397,0.089512416,0.116679291
Gm6663,-0.049223275,0.553879866,0.603028778
Gm11224,0.041026898,0.515859965,0.566869673
Chd9,-0.062093586,0.090447778,0.117809326
3110082J24Rik,-0.042399614,0.350041061,0.402162906
Gm6352,0.053683144,0.457532822,0.509112476
Gsx1,0.045268617,0.589047576,0.636143866
Sptan1,-0.045080545,0.096319762,0.124881252
Rasgrp4,0.053341433,0.462471476,0.514142598
Trp53inp1,0.053595352,0.106344284,0.136796481
Zfp646,0.040066123,0.099695479,0.128956866
Zfp729a,0.040163998,0.107841443,0.138608422
Gm33027,0.069462908,0.492243503,0.543276249
9030612E09Rik,-0.040675039,0.388950868,0.441387055
Wdr45,0.036684706,0.122412394,0.155832275
Nfasc,0.054474086,0.091403899,0.118973665
Gm8930,-0.037732334,0.579092135,0.626673289
2700049A03Rik,0.043216514,0.15105156,0.18850236
Mprip,0.033195919,0.092347115,0.120128711
Gask1a,-0.04495808,0.154985983,0.192894852
Gm48623,-0.048089509,0.145137237,0.181873218
Gm6505,-0.073223151,0.291243465,0.341005646
Blcap,-0.028756469,0.090542861,0.117915329
Tex14,0.060635975,0.62954937,0.674533976
Gm1826,0.083471989,0.514284631,0.565282909
Taf13,0.039132914,0.105397648,0.135690309
Mt2,0.114628168,0.12109897,0.154323191
Acat1,0.025165657,0.090868843,0.118321957
F5,-0.317633705,0.167951761,0.207695519
Mapk6,-0.045920775,0.094413469,0.122659129
Tmem109,-0.037147581,0.095838866,0.124313936
Bod1,-0.039439148,0.092040457,0.119747897
Gm10120,0.043735513,0.63998363,0.684435773
Gm7664,0.0350495,0.609939662,0.656300871
Dctpp1,0.045362214,0.169101933,0.208967745
Zfp110,0.027667797,0.110972893,0.142293288
Pcdha10,-0.066214952,0.216194754,0.260626719
Zfp97,-0.10389927,0.458975631,0.510519935
Gm39213,-0.075438422,0.575084624,0.623067047
Vars2,0.036239951,0.114350567,0.146286464
Lrp8os3,0.059668588,0.320529263,0.371705116
Gm16418,-0.04385115,0.175767827,0.216304502
Zfp870,0.036622334,0.136063085,0.171513617
Fam107b,0.047941356,0.10373609,0.133751258
Cbx6,-0.023801197,0.094559039,0.122838978
Prdm16,0.074674152,0.118912366,0.151761378
Lrrc34,-0.066656502,0.561817939,0.610726662
Dhx35,0.043264727,0.125109348,0.159080537
1110002L01Rik,-0.040138468,0.209372477,0.253046256
Gm10785,-0.039715809,0.553974647,0.603093825
Rpl5-ps2,0.043187922,0.695885034,0.735356966
Metap1d,-0.087237994,0.174071216,0.214431224
Gm11512,-0.390956489,0.326759684,0.378166008
Tmem74b,-0.04389173,0.285205888,0.334801838
Gm17641,0.0477069,0.5662649,0.615034639
Gm22771,0.044239682,0.240388857,0.286648225
Gm5841,0.051201015,0.458523846,0.510149269
Gm14443,0.108630852,0.559672291,0.608719203
Gm3724,-0.065168633,0.513581982,0.564582684
Gm56688,0.034760384,0.580508477,0.628008605
Snap91,-0.043526317,0.095575453,0.124018985
Gm46620,0.235996801,0.51276431,0.563755817
Gm28439,-0.139318775,0.095292507,0.123689128
Rbm4,-0.035855212,0.221541485,0.266462767
Baiap2l2,0.080435711,0.431620028,0.483749408
Flad1,0.027402486,0.106898195,0.137478187
Gm32542,0.030740685,0.623587235,0.668853552
4930488L21Rik,-0.056674726,0.357579101,0.40989323
Gm30648,0.032766339,0.708121739,0.746454844
Commd5,-0.03234053,0.667617941,0.710151099
Hoatz,0.074477369,0.536579734,0.586642333
Gm7172,0.060061839,0.631829536,0.676576599
Gm9269,-0.087566044,0.75878478,0.79258017
Pafah1b1-ps1,0.033093808,0.714851403,0.7529494
Rmdn2,0.040011754,0.174722217,0.215171572
Gm47863,0.040139488,0.286692545,0.336340589
Cox18,-0.070073937,0.120762525,0.153928627
G0s2,-0.048889815,0.205452927,0.248745723
Gm47270,0.05406813,0.615595251,0.661435406
Zc3h11a,0.063197046,0.194803608,0.23715586
Gm5406,-0.051129201,0.583392897,0.630693043
Tcf23,0.048911886,0.642902294,0.687215604
Zfp994,0.059957247,0.12945965,0.163982223
Rpl9-ps4,-0.06354861,0.211005854,0.254877186
Rasa3,0.032090952,0.093655264,0.121756794
Srsf9,0.030284562,0.102139592,0.131900295
Gm17096,0.04018089,0.55562775,0.604702288
Gm4852,-0.035962876,0.571020432,0.619340036
Gm32261,-0.039174867,0.236091464,0.282208073
Bri3,-0.042598509,0.117520241,0.150107103
Gclc,-0.022704305,0.095149931,0.123513379
Slfn2,0.09613808,0.46664202,0.518462848
Lipc,-0.044740088,0.66037406,0.703619651
9330154J02Rik,0.048637838,0.657046114,0.700507358
Gm11772,-0.04127672,0.552418359,0.601665906
Ppihl,0.062730335,0.494421829,0.545470574
Epm2a,0.040962542,0.097472196,0.126242298
Gm5873,0.056367066,0.301445805,0.351778733
Pcyox1,-0.021421487,0.094880666,0.123191718
Aldoart1,-0.05818196,0.1411482,0.177339253
Icam2,0.053884675,0.274969591,0.323912034
Ptcd3,-0.025907064,0.098488427,0.127443417
Zacn-ps,-0.04443755,0.362632534,0.414995109
Gss,-0.031643838,0.11945582,0.152398465
Gm15760,0.039087593,0.303456297,0.353837072
Gas2l2,0.057159186,0.338817724,0.390624091
Romo1,-0.053646163,0.117410274,0.149977772
Cep70,0.047799643,0.149142462,0.1863218
Gtf2b,-0.0280467,0.103083478,0.133009444
Gm11410,-0.243212081,0.379502934,0.431889694
Jpt1,0.033687785,0.095602255,0.124044413
Susd5,-0.043792996,0.179041384,0.219845808
Ntan1,-0.031033102,0.104990222,0.135226464
Tmem269,0.034281995,0.49630677,0.547374727
Wsb2-ps,0.239194557,0.317812505,0.368902527
Gm12807,-0.044535034,0.74898005,0.783717864
Cfap52,0.111597802,0.277033214,0.326052902
Tmed2,-0.072899501,0.102670242,0.132545789
Rpsa-ps1,-0.05748481,0.436239578,0.48822756
Dolk,0.026564983,0.114077143,0.145958372
C230072F16Rik,0.049579676,0.668699153,0.711204922
Cplx2,-0.035314581,0.104005812,0.134078937
Gm56706,0.021561295,0.776852605,0.808470001
Prpf39,-0.067686187,0.108980491,0.139957488
Fign,0.063252634,0.29050046,0.340251407
Gm43062,-0.028305625,0.718784084,0.756634932
9130604C24Rik,0.036091068,0.548044768,0.597545138
Sft2d1,0.046972311,0.131203324,0.165946658
Gm9067,-0.037261628,0.444079633,0.495935869
Neb,-0.065374955,0.26507518,0.313479263
Slc41a1,-0.037046539,0.095836031,0.124313936
Nat9,0.032989542,0.135475714,0.170860791
Cdyl2,0.062747583,0.218534291,0.263213636
Gm16433,-0.039921171,0.338089574,0.389862937
Capza1,-0.070203961,0.11381707,0.145658096
Nfat5,0.072218119,0.096081686,0.124591348
Ubl7,-0.027575146,0.09733077,0.126068614
Clpp,-0.0380206,0.102902935,0.132826268
Hcrtr1,-0.070070866,0.316230702,0.367215009
F630040K05Rik,0.048001163,0.445592806,0.497369639
6030443J06Rik,0.035993438,0.575611163,0.623533482
Gm17511,-0.104001829,0.552501797,0.60171871
Gm12362,0.043768506,0.493034947,0.544079978
Nvl,-0.052103575,0.105255673,0.135527799
Gucy2e,0.053480375,0.180149965,0.221081653
mt-Atp6,-0.100185351,0.096644144,0.125254652
St3gal6,0.044837247,0.132320637,0.167229709
Psmd2,-0.026277702,0.097764675,0.126592531
Sec63,-0.026665188,0.096603449,0.125211337
Gm29642,0.031961687,0.642541816,0.686872932
Rrp36,0.034722398,0.137816655,0.173546152
Bcas1,0.061730051,0.09672622,0.125351588
Ppard,0.042945363,0.114917737,0.146935596
Gm8098,0.078648903,0.579443983,0.626935809
Gm8960,0.037272909,0.228073224,0.273459112
Myh4,-0.025055653,0.783700333,0.814896861
Sertm2,-0.046656202,0.770872317,0.803013377
Ephx1,0.079618044,0.11228754,0.143807583
Krt79,-0.041219435,0.695866795,0.735356966
Clec16a,0.038378973,0.097146028,0.125848264
Or51r1,0.136896268,0.66208437,0.705136445
Gm44950,0.034588347,0.169266726,0.209156372
1700022N22Rik,0.039382116,0.529129874,0.57919634
Cuedc1,-0.044074074,0.109483395,0.140561393
Nfic,0.044592571,0.097837126,0.126667289
Ndst1,0.033199815,0.097656687,0.126462214
Plekhh1,-0.077362723,0.108699655,0.139617659
Eif4a-ps4,-0.031210231,0.100347166,0.129741333
Brpf3,-0.032706602,0.108449561,0.139317219
Iffo2,-0.03558028,0.121211804,0.154455548
Zgpat,0.057533346,0.115350646,0.147434364
Krt12,-0.103084987,0.475489164,0.5271508
Itga3,-0.048883203,0.120590467,0.153720697
Tial1,-0.042106849,0.098951075,0.128032457
Xpnpep1,0.03305806,0.099377073,0.128564327
Zbtb32,-0.042052049,0.526853042,0.577181204
Gm26588,-0.06378098,0.274473937,0.323436182
Lrriq1,0.099797235,0.220660876,0.265440693
Gm14173,-0.066067366,0.749354819,0.784062354
Nrbp1,-0.016833412,0.098335229,0.127254746
A230001M10Rik,0.109204963,0.346090693,0.398129189
Ankrd13a,0.047352066,0.103001007,0.132912994
Dnph1,0.044359475,0.267897498,0.316447371
Rps3a2,0.134213495,0.131776458,0.166585881
Gm26549,-0.048569771,0.439177596,0.491100633
Gm5822,0.035638377,0.623347784,0.66868005
Cd160,-0.033499583,0.571938934,0.620140892
Rps13-ps1,0.051001548,0.598564322,0.645351762
Mrip-ps,0.118325833,0.378071888,0.430460314
Zfp593,-0.03423708,0.468683826,0.520544769
Pms2,-0.030835949,0.129514663,0.164025083
Gm10575,0.017079324,0.839101584,0.863428458
Gm7868,0.24989827,0.330734078,0.382334409
Hykk,0.042542316,0.203843326,0.246970651
Gm26592,-0.047020041,0.529516485,0.579539088
Bag6,-0.026788772,0.099495127,0.128707381
Nagpa,0.041151535,0.161424586,0.200367975
Rpl17-ps3,-0.051475134,0.213987583,0.258225185
Gm13015,0.000192703,0.998473891,0.998745721
Anapc15-ps,-0.016725857,0.819787564,0.846794067
Furin,0.044907065,0.103502066,0.133479515
Gm16958,-0.033332743,0.568407825,0.617018225
Lrat,0.152847295,0.453875316,0.505402011
A330074K22Rik,0.06141137,0.238753677,0.28489573
Gm56606,0.050550584,0.487347782,0.538736496
Resf1,-0.040865023,0.13620133,0.171675309
Gm37844,-0.034438621,0.537160885,0.587165829
F420014N23Rik,0.051586297,0.591338701,0.638360994
Gm9385,-0.04268156,0.52367086,0.574316398
Cnrip1,-0.032011011,0.099897635,0.129208647
Macroh2a2,-0.036707261,0.136739314,0.172277724
Gm20457,0.036076323,0.348532447,0.400643575
