gene,log2FoldChange,pvalue,padj
Gm20604,-0.026736271,0.169071537,0.207885531
Mettl5,0.030780346,0.169071537,0.207885531
Msmo1,-0.017165907,0.169071537,0.207885531
Rfc1,-0.023956698,0.169071537,0.207885531
Spag9,0.027314817,0.169071537,0.207885531
Zfp992,-0.084869371,0.169071537,0.207885531
Zscan12,0.021836264,0.169071537,0.207885531
Cep95,0.05764259,0.169967816,0.208883128
Dis3l2,-0.022774606,0.169967816,0.208883128
Leng1,-0.035779916,0.169967816,0.208883128
Med18,-0.057929079,0.169967816,0.208883128
Nat9,0.022648653,0.169967816,0.208883128
Zbtb24,0.014441868,0.169967816,0.208883128
Zfp518b,0.039526994,0.169967816,0.208883128
Fancc,-0.039142166,0.170867651,0.209914055
Gm5425,0.094171285,0.170867651,0.209914055
Hmgn3,0.032760805,0.170867651,0.209914055
Pigb,-0.032177941,0.170867651,0.209914055
Zcchc24,-0.022540558,0.170867651,0.209914055
2210418O10Rik,-0.17561606,0.171771049,0.210903484
A430057M04Rik,-0.126075633,0.171771049,0.210903484
Cask,-0.019673361,0.171771049,0.210903484
Gm13680,0.070551659,0.171771049,0.210903484
Klhl25,0.046664008,0.171771049,0.210903484
Mt3,0.027979424,0.171771049,0.210903484
Pcdhga4,0.056404206,0.171771049,0.210903484
Zfp870,0.031647859,0.171771049,0.210903484
Agfg1,-0.034373883,0.172678018,0.212001954
Gm14287,-0.202009164,0.173588563,0.213028696
Gm16536,-0.03456002,0.173588563,0.213028696
Gnptg,0.014186351,0.173588563,0.213028696
Nfasc,0.054405399,0.173588563,0.213028696
Pi4ka,0.062448129,0.173588563,0.213028696
Tmem237,-0.042546247,0.173588563,0.213028696
Ggact,0.035825843,0.174502691,0.214058955
Hcrtr1,0.043763519,0.174502691,0.214058955
Mfap1b,-0.042885921,0.174502691,0.214058955
Scaper,-0.038880861,0.174502691,0.214058955
Scd1,0.067155472,0.174502691,0.214058955
Zbtb18,0.035354228,0.174502691,0.214058955
A930024E05Rik,0.096414529,0.175420408,0.215062097
Adgrb3,-0.032966289,0.175420408,0.215062097
B230206L02Rik,0.225015439,0.175420408,0.215062097
Inafm1,-0.034559122,0.175420408,0.215062097
Mcoln1,-0.019891476,0.175420408,0.215062097
Mettl14,-0.023943007,0.175420408,0.215062097
Pfkm,-0.012266303,0.175420408,0.215062097
Stk11ip,-0.029291664,0.175420408,0.215062097
Acsbg1,0.037059971,0.176341721,0.216099266
Card6,0.114605527,0.176341721,0.216099266
Gm32926,-0.096949485,0.176341721,0.216099266
Gm4798,-0.253647605,0.176341721,0.216099266
Susd3,0.134151432,0.176341721,0.216099266
Tmem97,-0.029966254,0.176341721,0.216099266
Ahr,-0.043642571,0.177266636,0.217062731
Amd-ps4,-0.099791091,0.177253945,0.217062731
Arrdc2,0.004965753,0.177266636,0.217062731
Folh1,0.060711494,0.177266636,0.217062731
Gm49300,0.106090513,0.177266636,0.217062731
Krt18,-0.051840828,0.177266636,0.217062731
Meioc,0.074474492,0.177266636,0.217062731
Msx1,0.061019724,0.177266636,0.217062731
Nova1,-0.03797608,0.177266636,0.217062731
Ntmt1,0.031834392,0.177266636,0.217062731
Pgbd5,-0.029647852,0.177266636,0.217062731
Dffb,0.06614127,0.17819516,0.218091112
Gm48780,0.094559549,0.17819516,0.218091112
Kdm6a,0.036679002,0.17819516,0.218091112
Krr1,-0.038309102,0.17819516,0.218091112
Krtcap2,-0.035966859,0.17819516,0.218091112
Pa2g4,0.02148244,0.17819516,0.218091112
Selplg,-0.042383385,0.17819516,0.218091112
2310015A10Rik,0.047942583,0.179127299,0.219169616
Bpnt2,-0.033188426,0.179127299,0.219169616
Nphp3,-0.053875064,0.179127299,0.219169616
Stk11,-0.029652923,0.179127299,0.219169616
Cacna1c,-0.063868011,0.180063059,0.220251936
Gm3362,-0.063189959,0.180063059,0.220251936
Gm8834,0.078875203,0.180063059,0.220251936
Xkr8,0.050194727,0.180063059,0.220251936
Apeh,0.028012304,0.181002446,0.221369528
Pvr,-0.028824533,0.181002446,0.221369528
Aldh9a1,0.038599036,0.181945466,0.222428042
En2,0.331745521,0.181945466,0.222428042
Gtpbp4,-0.034958996,0.181945466,0.222428042
Myb,0.157815023,0.181945466,0.222428042
Serp1,0.026963904,0.181945466,0.222428042
Spaca6,0.116997112,0.181945466,0.222428042
Kics2,-0.020117328,0.182892127,0.223505968
Mak,0.110851541,0.182892127,0.223505968
Mrpl52,-0.042084572,0.182892127,0.223505968
Resf1,-0.033592331,0.182892127,0.223505968
Tnnt2,0.133720651,0.182892127,0.223505968
Bri3,-0.047489567,0.183842433,0.224603523
Gm14719,0.086025554,0.183842433,0.224603523
Pla2g5,0.067385042,0.183842433,0.224603523
Vps4a,-0.016185174,0.183842433,0.224603523
4930520O04Rik,0.134710256,0.184796392,0.225704916
Fgfrl1,0.079099411,0.184796392,0.225704916
Gm56686,0.089183671,0.184796392,0.225704916
Zfp59,-0.03824973,0.184796392,0.225704916
B4galt6,-0.022599151,0.185754008,0.226761896
Eif3s6-ps2,0.032474665,0.185754008,0.226761896
Gm47033,-0.109567898,0.185754008,0.226761896
Ppil4,-0.027875964,0.185754008,0.226761896
Rpl36-ps2,-0.057587571,0.185754008,0.226761896
Slc13a5,-0.042773741,0.185754008,0.226761896
Wdr74,-0.023376974,0.185754008,0.226761896
4933416I08Rik,0.043191151,0.186715288,0.227790005
Cox18,-0.058937686,0.186715288,0.227790005
Ebf3,0.166639836,0.186715288,0.227790005
Gm11613,0.06880553,0.186715288,0.227790005
Gm13301,0.145911892,0.186715288,0.227790005
Gm42984,0.100247406,0.186715288,0.227790005
Gpaa1,0.034534439,0.186715288,0.227790005
Kif27,0.055331598,0.186715288,0.227790005
Zbtb10,-0.066068072,0.186715288,0.227790005
Fam107b,0.0628309,0.187680239,0.228869909
Mob1b,-0.043303807,0.187680239,0.228869909
Prdx2,-0.032504299,0.187680239,0.228869909
Rnf152,0.138496521,0.187680239,0.228869909
Rpl39,0.05038607,0.187680239,0.228869909
Znrf2,-0.026930528,0.187680239,0.228869909
Cdk12,-0.039734862,0.188648865,0.229904535
Gm15446,-0.045147405,0.188648865,0.229904535
Gm49331,-0.060661772,0.188648865,0.229904535
Gm5499,-0.038936179,0.188648865,0.229904535
Hunk,-0.053889381,0.188648865,0.229904535
Nup160,0.022158675,0.188648865,0.229904535
Rbm17,0.013721155,0.188648865,0.229904535
Tead4,-0.08293135,0.188648865,0.229904535
Ufc1,-0.031422697,0.188648865,0.229904535
Eif2s3y,0.009311387,0.189621173,0.231040408
Kcnh3,-0.032934653,0.189621173,0.231040408
Rpl36a,0.028595522,0.189621173,0.231040408
Gm35394,0.037869129,0.190597169,0.232131009
Gm7451,-0.069455522,0.190597169,0.232131009
Gm8613,0.091291931,0.190597169,0.232131009
Mpnd,-0.032541725,0.190597169,0.232131009
Ppp1r16a,-0.023385255,0.190597169,0.232131009
Ppp4r2,-0.012266772,0.190597169,0.232131009
4930479D17Rik,-0.086410857,0.191576859,0.23322518
Ap5z1,-0.028590657,0.191576859,0.23322518
Gigyf1,-0.015310215,0.191576859,0.23322518
Gpi-ps,-0.119942526,0.191576859,0.23322518
Nxf1,-0.02069857,0.191576859,0.23322518
Tfam,-0.021860319,0.191576859,0.23322518
Bsdc1,-0.016731731,0.192560248,0.234339492
Clec16a,0.038787521,0.192560248,0.234339492
Gm12115,0.058752973,0.192560248,0.234339492
Gm12734,-0.088105418,0.192560248,0.234339492
Imp3,0.023202753,0.192560248,0.234339492
Cspg4,0.053883701,0.193547342,0.235407613
Gm11408,-0.104091697,0.193547342,0.235407613
Gm45552,0.069278491,0.193547342,0.235407613
Gm5874,-0.054125299,0.193547342,0.235407613
Ica1l,-0.030979012,0.193547342,0.235407613
Pms2,-0.031287753,0.193547342,0.235407613
Sdhaf4,0.029359974,0.193547342,0.235407613
Ttk,0.10491774,0.193547342,0.235407613
Gm8341,0.234166976,0.193832594,0.235737902
Ddx5,0.027371682,0.194538147,0.23646234
Erp29,-0.026724375,0.194538147,0.23646234
Fhit,0.050699652,0.194538147,0.23646234
Gm49204,0.146003336,0.194538147,0.23646234
Pea15a,-0.019111074,0.194538147,0.23646234
Prr18,0.042705879,0.194538147,0.23646234
Wnt2,-0.052645814,0.194538147,0.23646234
Zfp282,0.02574992,0.194538147,0.23646234
Gm5903,-0.037619728,0.195532668,0.237637627
Oaz3,-0.104282953,0.195532668,0.237637627
5031439G07Rik,0.048028783,0.196530912,0.23864864
Brpf1,-0.023174995,0.196530912,0.23864864
Camk2b,-0.039299405,0.196530912,0.23864864
Fam222a,0.093727371,0.196530912,0.23864864
Gm12791,0.078041542,0.196530912,0.23864864
Gm20083,0.09424006,0.196530912,0.23864864
Marchf9,-0.035111098,0.196530912,0.23864864
Ppil3,0.028847552,0.196530912,0.23864864
Proser3,0.068210435,0.196530912,0.23864864
Rab18,-0.018859451,0.196530912,0.23864864
Sdcbp,-0.01514457,0.196530912,0.23864864
Slc31a1,-0.01059919,0.196530912,0.23864864
Arhgap31,-0.017648421,0.197532883,0.239763859
Bc1,-0.379873325,0.197532883,0.239763859
Mrm1,-0.02031029,0.197532883,0.239763859
Nmd3,-0.020085083,0.197532883,0.239763859
Snx30,-0.027636697,0.197532883,0.239763859
Trmo,-0.091368179,0.197532883,0.239763859
Ddx20,-0.018151249,0.198538588,0.240916625
Ier5l,-0.004875617,0.198538588,0.240916625
Vamp3,0.03725859,0.198538588,0.240916625
Zfp174,0.040748374,0.198538588,0.240916625
Abca5,-0.053093942,0.199548031,0.24202211
Gm13461,-0.054058026,0.199548031,0.24202211
Llph-ps2,-0.087719636,0.199548031,0.24202211
Rnaseh1,-0.023870217,0.199548031,0.24202211
Rps27rt,-0.071752083,0.199548031,0.24202211
Zfp40,-0.042027203,0.199548031,0.24202211
Zfp990,0.094683551,0.199548031,0.24202211
2700038G22Rik,-0.060816065,0.200561218,0.243165292
Gm18726,0.075896093,0.200561218,0.243165292
Naxe,0.027485313,0.200561218,0.243165292
Pcna-ps2,-0.031670957,0.200561218,0.243165292
Rabac1,-0.045329381,0.200561218,0.243165292
ENSMUSG00000121618,0.087778304,0.201578155,0.244363828
Gm43267,-0.151794807,0.201578155,0.244363828
Efhd2,0.080484163,0.202598847,0.245480155
Lmtk3,-0.02981514,0.202598847,0.245480155
Rnf141,0.020083845,0.202598847,0.245480155
Sergef,0.067585329,0.202598847,0.245480155
Tasor2,-0.045993597,0.202598847,0.245480155
Trp53bp2,-0.032607127,0.202598847,0.245480155
Ubap2l,0.033529601,0.202598847,0.245480155
Ccdc112,0.025383647,0.2036233,0.246582587
Cdc42ep2,0.037969324,0.2036233,0.246582587
Cnot6l,0.034199594,0.2036233,0.246582587
Dph5,-0.018363639,0.2036233,0.246582587
Gm14253,-0.055569576,0.2036233,0.246582587
Ppard,0.038063043,0.2036233,0.246582587
Rassf3,0.055325597,0.2036233,0.246582587
Vps9d1,-0.029820579,0.2036233,0.246582587
Gla,-0.020320157,0.204651518,0.247740592
Gm8226,0.086797113,0.204651518,0.247740592
Hectd4,-0.044382748,0.204651518,0.247740592
Mterf1a,-0.053515261,0.204651518,0.247740592
Orai2,-0.033671868,0.204651518,0.247740592
ENSMUSG00000121614,-0.213597738,0.205682558,0.248937346
Rpp38,0.03775417,0.205683506,0.248937346
Stt3a,0.025756498,0.205683506,0.248937346
Bspry,0.053075515,0.206719271,0.250120583
Gm5088,0.052439022,0.206719271,0.250120583
Prss36,0.031240779,0.206719271,0.250120583
Wsb2-ps,0.256637517,0.206719271,0.250120583
Cdk9,-0.015948148,0.207758817,0.251219463
Galm,0.081389043,0.207758817,0.251219463
Gm35638,0.028439111,0.207758817,0.251219463
Gm44837,-0.086654147,0.207758817,0.251219463
Gm44954,0.191507788,0.207758817,0.251219463
Map1s,-0.022735234,0.207758817,0.251219463
Raf1,0.013696568,0.207758817,0.251219463
Septin4,0.042026761,0.207758817,0.251219463
Sh3bp1,-0.031576057,0.207758817,0.251219463
Acsbg3,-0.114364642,0.20880215,0.252356962
Cntn4,-0.031221069,0.20880215,0.252356962
Ergic3,0.023094108,0.20880215,0.252356962
Ess2,-0.023920014,0.20880215,0.252356962
Gm48796,-0.082190091,0.20880215,0.252356962
Pcnx3,0.033981792,0.20880215,0.252356962
Rn18s-rs5,-0.434398862,0.20880215,0.252356962
Gm5207,0.185114923,0.209675646,0.253394873
Btf3-ps1,0.078686959,0.209849274,0.253533506
Farp2,0.038498145,0.209849274,0.253533506
Gask1a,-0.043483621,0.209849274,0.253533506
Mlh3,0.02380423,0.209849274,0.253533506
Fa2h,-0.045038909,0.210900194,0.25471381
Gm15201,0.100768651,0.210900194,0.25471381
Otud5,0.013652124,0.210900194,0.25471381
Robo3,0.180731791,0.210900194,0.25471381
Stk40,0.140137312,0.210900194,0.25471381
Gm8066,-0.066155343,0.211954915,0.25587993
Npy1r,-0.022813918,0.211954915,0.25587993
Nt5e,0.08929549,0.211954915,0.25587993
Pald1,0.046582778,0.211954915,0.25587993
Pou3f2,0.035259791,0.211954915,0.25587993
Rtf2,-0.022415953,0.211954915,0.25587993
Dars2,-0.022026523,0.213013443,0.257013627
Dgke,-0.026593633,0.213013443,0.257013627
Eif2s2,-0.020178826,0.213013443,0.257013627
Gjc3,0.052030267,0.213013443,0.257013627
Lysmd4,-0.020892433,0.213013443,0.257013627
Nsmce4a,-0.020014774,0.213013443,0.257013627
Srp54a,0.042171746,0.213013443,0.257013627
Zbtb37,0.064579254,0.213013443,0.257013627
Gm49785,0.088958505,0.214075783,0.258186823
Sestd1,-0.027774934,0.214075783,0.258186823
Txnrd1,-0.01607572,0.214075783,0.258186823
Uba52rt,-0.05957877,0.214075783,0.258186823
Unc13c,-0.070811079,0.214075783,0.258186823
Wdr24,-0.031280947,0.214075783,0.258186823
B3galnt2,-0.040230957,0.215141938,0.259309153
C030034I22Rik,0.067062049,0.215141938,0.259309153
Gm11872,0.081721725,0.215141938,0.259309153
Gm14760,-0.081442599,0.215141938,0.259309153
Npc1l1,-0.089565734,0.215141938,0.259309153
Rab23,-0.015374842,0.215141938,0.259309153
Snrpd2,-0.044177228,0.215141938,0.259309153
Tceal1,-0.026058064,0.215141938,0.259309153
Tmem143,-0.020931708,0.215141938,0.259309153
Bicral,-0.022832891,0.216211914,0.260452897
Gas2,0.019207238,0.216211914,0.260452897
Kcnj13,-0.215357024,0.216211914,0.260452897
Me2,0.023998984,0.216211914,0.260452897
Relt,0.032312229,0.216211914,0.260452897
Setd1a,0.025913186,0.216211914,0.260452897
Stra6,0.109271018,0.216211914,0.260452897
Zwint,0.017105392,0.216211914,0.260452897
9630013A20Rik,0.135398304,0.217285716,0.261581671
Akap6,-0.035570499,0.217285716,0.261581671
Eif2ak4,0.0215503,0.217285716,0.261581671
Erh,0.022332449,0.217285716,0.261581671
Mllt10,-0.030292853,0.217285716,0.261581671
Prkd2,0.037140187,0.217285716,0.261581671
Ssna1,0.020238986,0.217285716,0.261581671
Timm17b,0.02047335,0.217285716,0.261581671
Zfp994,0.046384148,0.217285716,0.261581671
Gm43071,0.078011966,0.218363348,0.262842226
Tbc1d2b,0.037836348,0.218363348,0.262842226
Cfap97,-0.029089333,0.219444815,0.264033204
Ets2,-0.012809825,0.219444815,0.264033204
Gm22771,0.040354171,0.219444815,0.264033204
Gstm2-ps1,0.037043179,0.219444815,0.264033204
Six3,-0.081783705,0.219444815,0.264033204
Tmem141,0.033968728,0.219444815,0.264033204
ENSMUSG00000095041,-0.200426845,0.220530122,0.265116664
Gm17491,0.118272524,0.220530122,0.265116664
Gm45619,0.136994727,0.220530122,0.265116664
Gm47863,0.066146385,0.220530122,0.265116664
Hilpda,0.02952398,0.220530122,0.265116664
Lancl2,0.020053096,0.220530122,0.265116664
Micu1,-0.012611935,0.220530122,0.265116664
Mrps5,-0.019561523,0.220530122,0.265116664
P2ry1,-0.182929379,0.220530122,0.265116664
Uprt,-0.036028464,0.220530122,0.265116664
Zbed6,0.09040685,0.220530122,0.265116664
Zfp865,-0.020423645,0.220530122,0.265116664
Gm10052,0.02932176,0.221619273,0.266333019
Rbfa,-0.027247764,0.221619273,0.266333019
Rcor3,0.029334662,0.221619273,0.266333019
Rhbdd3,0.02446231,0.221619273,0.266333019
Tnip1,-0.017985063,0.221619273,0.266333019
4930579G24Rik,-0.051764949,0.222712272,0.267515809
Ccdc97,-0.025035601,0.222712272,0.267515809
D9Wsu149,-0.058356131,0.222712272,0.267515809
Gm17802,-0.081418825,0.222712272,0.267515809
Gm44053,0.033875902,0.222712272,0.267515809
Gm57224,-0.102545322,0.222712272,0.267515809
Ykt6,0.023078744,0.222712272,0.267515809
Bmal1,0.045293285,0.223809125,0.2686084
Cdh19,0.05982373,0.223809125,0.2686084
Fnbp1l,-0.046081128,0.223809125,0.2686084
Gm14549,0.082307102,0.223809125,0.2686084
Gm4972,-0.096299294,0.223809125,0.2686084
Gm7868,0.136725165,0.223809125,0.2686084
Mmab,0.028040375,0.223809125,0.2686084
Oaz2-ps,-0.036415135,0.223809125,0.2686084
Paxbp1,-0.025591718,0.223809125,0.2686084
Rtl6,-0.015375606,0.223809125,0.2686084
Slc39a12,0.031526512,0.223809125,0.2686084
Vstm2b,0.043715562,0.223809125,0.2686084
A330049N07Rik,0.132517573,0.224909835,0.269835371
Aff2,-0.042320458,0.224909835,0.269835371
Hp1bp3,-0.032492834,0.224909835,0.269835371
Nipbl,-0.042146595,0.224909835,0.269835371
mt-Nd1,-0.04492266,0.224909835,0.269835371
Gm8806,0.073986997,0.226014407,0.271066119
Igf1,0.030562202,0.226014407,0.271066119
Lrrtm2,-0.039689348,0.226014407,0.271066119
Nat8f4,-0.14554524,0.226014407,0.271066119
Snrnp35,-0.027972436,0.226014407,0.271066119
Adrm1b,-0.03549047,0.227122845,0.272243761
Garnl3,0.05585544,0.227122845,0.272243761
Gm16638,-0.065876989,0.227122845,0.272243761
Hmgcr,-0.012646945,0.227122845,0.272243761
Hsd17b11,-0.034191934,0.227122845,0.272243761
Jag1,0.04764728,0.227122845,0.272243761
Mbp,-0.043866738,0.227122845,0.272243761
N6amt1,-0.036179565,0.227122845,0.272243761
4732463B04Rik,-0.066845148,0.228235154,0.27344376
Eef1g,-0.033475698,0.228235154,0.27344376
Gm49602,-0.043285123,0.228235154,0.27344376
Ldb3,-0.038058957,0.228235154,0.27344376
Pbx4,-0.043120384,0.228235154,0.27344376
Pcna,-0.025201934,0.228235154,0.27344376
Rps5,0.022634086,0.228235154,0.27344376
1700048O20Rik,0.066965035,0.229351337,0.274551733
Adamts15,0.127899292,0.229351337,0.274551733
Apc,-0.039181269,0.229351337,0.274551733
Egln3,0.075273782,0.229351337,0.274551733
Flad1,0.024995267,0.229351337,0.274551733
Fra10ac1,0.02607462,0.229351337,0.274551733
Gm15760,0.047422407,0.229351337,0.274551733
Gm26653,0.089801204,0.229351337,0.274551733
Ldhb-ps,-0.103825703,0.229351337,0.274551733
Mlf1,0.117817791,0.229351337,0.274551733
Rnf26,-0.072029778,0.229351337,0.274551733
Sec24c,-0.010634059,0.229351337,0.274551733
Gm14176,-0.10872952,0.2304714,0.275758301
Gm16418,-0.045977772,0.2304714,0.275758301
Ipp,0.032796806,0.2304714,0.275758301
Lamtor4,-0.034425596,0.2304714,0.275758301
Rcc2,-0.029220945,0.2304714,0.275758301
Rnf113a1,-0.03206177,0.2304714,0.275758301
Uevld,-0.033813549,0.2304714,0.275758301
C8g,0.064959379,0.231595345,0.276949098
ENSMUSG00000121861,0.141800282,0.231595345,0.276949098
Gm32444,-0.054503529,0.231595345,0.276949098
Mdn1,-0.071464333,0.231595345,0.276949098
Neurl4,-0.016218584,0.231595345,0.276949098
Psmd13,-0.029297021,0.231595345,0.276949098
Sf3a2,-0.025889897,0.231595345,0.276949098
Sostdc1,-0.074776922,0.231595345,0.276949098
Gm5555,-0.026720316,0.232723177,0.278201165
Gm9347,0.131006062,0.232723177,0.278201165
Rbm4,-0.036979942,0.232723177,0.278201165
Trim2,0.049401173,0.232723177,0.278201165
Zfp937,0.04117938,0.232723177,0.278201165
C9orf72,0.024430071,0.233854901,0.279418218
Dock5,0.069081842,0.233854901,0.279418218
Gm11266,-0.0482176,0.233854901,0.279418218
Gm5619,0.067844907,0.233854901,0.279418218
Hey1,-0.009733038,0.233854901,0.279418218
Pick1,-0.026152734,0.233854901,0.279418218
Ptprs,-0.027683386,0.233854901,0.279418218
Dtx3,0.027754341,0.234990519,0.280619272
Gm14168,-0.088953161,0.234990519,0.280619272
Gm2962,-0.032718621,0.234990519,0.280619272
Gm38250,0.063489728,0.234990519,0.280619272
Nckap5l,0.029777911,0.234990519,0.280619272
Rhbdd2,0.032197654,0.234990519,0.280619272
Tmem74b,-0.043051288,0.234990519,0.280619272
Trim66,-0.063031423,0.234990519,0.280619272
9530080O11Rik,-0.032643836,0.236130037,0.281901828
Gm28175,-0.06418825,0.236130037,0.281901828
Map3k14,-0.05001834,0.236130037,0.281901828
Sf3b3,-0.018235333,0.236130037,0.281901828
Dctn6,0.030465283,0.237273457,0.283129439
Gm10010,-0.043308929,0.237273457,0.283129439
Helq,-0.036389351,0.237273457,0.283129439
Htatip2,0.093102929,0.237273457,0.283129439
Otud7a,-0.019005845,0.237273457,0.283129439
Sgms2,-0.086122983,0.237273457,0.283129439
Uqcc6,-0.034991056,0.237273457,0.283129439
Creg2,0.064355329,0.238420784,0.284301425
Eid2b,0.015237128,0.238420784,0.284301425
Gapdhrt,-0.078719314,0.238420784,0.284301425
Gm11611,-0.091094349,0.238420784,0.284301425
Gm44421,-0.0667016,0.238420784,0.284301425
Ift46,-0.019736268,0.238420784,0.284301425
Mcrip1,-0.022474909,0.238420784,0.284301425
Sugp2,-0.018579859,0.238420784,0.284301425
Wdsub1,0.046742376,0.238420784,0.284301425
Zfp704,-0.035439078,0.238420784,0.284301425
A230103L15Rik,-0.07074602,0.239572021,0.285614847
A630072M18Rik,0.081563477,0.239572021,0.285614847
Slc7a8,0.03797189,0.239572021,0.285614847
Ckb,0.034111381,0.240727172,0.286932388
Fam120c,-0.028060764,0.240727172,0.286932388
Wdr5,0.016305014,0.240727172,0.286932388
Cdc23,0.016336251,0.241886242,0.288114431
Cluh,0.022842933,0.241886242,0.288114431
Fchsd2,-0.0190017,0.241886242,0.288114431
Gm2379,-0.077908848,0.241886242,0.288114431
Gm9794,0.022058924,0.241886242,0.288114431
Gstm6,-0.087018952,0.241886242,0.288114431
Mif-ps6,-0.104137218,0.241886242,0.288114431
Mphosph9,-0.02588215,0.241886242,0.288114431
Rlf,-0.027745776,0.241886242,0.288114431
Samd8,-0.028455726,0.241886242,0.288114431
2210408F21Rik,0.024919723,0.243049232,0.289319513
A330093E20Rik,0.063541668,0.243049232,0.289319513
Gm1043,-0.063994156,0.243049232,0.289319513
Gm14326,-0.054725601,0.243049232,0.289319513
Gm45338,0.089604649,0.243049232,0.289319513
Igsf1,-0.038312147,0.243049232,0.289319513
Krt5,0.280988233,0.243049232,0.289319513
Selenos,0.014282854,0.243049232,0.289319513
Zc3h11a,0.052656161,0.243049232,0.289319513
Abhd14a,-0.06232343,0.244216147,0.290567926
Ablim3,0.056998212,0.244216147,0.290567926
Ankrd16,0.050336775,0.244216147,0.290567926
Gm26512,-0.06168889,0.244216147,0.290567926
Ints4,-0.016131979,0.244216147,0.290567926
Stk32a,0.024704871,0.244216147,0.290567926
Ube2j2,0.014159157,0.244216147,0.290567926
Gm20518,-0.049989144,0.245386991,0.291819804
Gm56792,0.09920324,0.245386991,0.291819804
Isy1,-0.070377925,0.245386991,0.291819804
Pcnx,-0.035900201,0.245386991,0.291819804
Rffl,0.042658231,0.245386991,0.291819804
Stox1,0.030481715,0.245386991,0.291819804
Ulk2,-0.018333405,0.245386991,0.291819804
2610029K11Rik,-0.067971651,0.246561767,0.293075145
Afg1l,0.028767681,0.246561767,0.293075145
Chd6,-0.041249317,0.246561767,0.293075145
Fign,0.093086115,0.246561767,0.293075145
Mpdu1,0.023106917,0.246561767,0.293075145
Pof1b,0.079162265,0.246561767,0.293075145
Zgpat,0.0404707,0.246561767,0.293075145
Eif3m,-0.02045406,0.247740477,0.294415228
Gm9843,-0.052073904,0.247740477,0.294415228
Hmgcs1,0.016993368,0.247740477,0.294415228
Rad51d,0.039491331,0.248923127,0.295759435
Rbck1,-0.024215448,0.248923127,0.295759435
Sass6,0.037504963,0.248923127,0.295759435
Cars1,-0.015878354,0.250109718,0.29700529
Gm37242,-0.103125439,0.250109718,0.29700529
Gm7049,-0.080224422,0.250109718,0.29700529
Prr36,-0.065346685,0.250109718,0.29700529
Rpl41,0.028431449,0.250109718,0.29700529
Slc6a9,0.04436117,0.250109718,0.29700529
Tnks,0.039899222,0.250109718,0.29700529
Zfyve26,0.039984466,0.250109718,0.29700529
Arhgap21,-0.027580186,0.251300254,0.298192774
Atcayos,0.136799755,0.251300254,0.298192774
Calr4,-0.042714038,0.251300254,0.298192774
Celf5,0.028441158,0.251300254,0.298192774
Dennd10,0.037158008,0.251300254,0.298192774
Gm5576,-0.172025055,0.251300254,0.298192774
Man2c1,0.02895166,0.251300254,0.298192774
Rab31,0.040645012,0.251300254,0.298192774
Thoc2l,-0.04660094,0.251300254,0.298192774
Tmem132e,-0.035230371,0.251300254,0.298192774
Zfp729b,0.022029885,0.251300254,0.298192774
A230107N01Rik,-0.091610513,0.252494738,0.299445017
Adcyap1,-0.01265183,0.252494738,0.299445017
Bmyc,0.035602813,0.252494738,0.299445017
Gm57081,0.076428043,0.252494738,0.299445017
Hectd2,0.142389627,0.252494738,0.299445017
Ifi27,0.073694465,0.252494738,0.299445017
Mtag2,0.066690546,0.252494738,0.299445017
Neb,-0.023954521,0.252494738,0.299445017
Bcs1l,-0.019002224,0.253693174,0.30074198
Ddx31,-0.014349215,0.253693174,0.30074198
Insr,-0.025447029,0.253693174,0.30074198
Rps8,-0.043861164,0.253693174,0.30074198
Sh3tc2,-0.054087555,0.253693174,0.30074198
Zacn-ps,-0.056826475,0.253693174,0.30074198
9330121J05Rik,0.07434295,0.254895564,0.302042558
Acat2,0.019529918,0.254895564,0.302042558
Gstt1,-0.040564881,0.254895564,0.302042558
Nova2,-0.029483248,0.254895564,0.302042558
Tinagl1,0.069618839,0.254895564,0.302042558
Zmat4,-0.027426127,0.254895564,0.302042558
6330409D20Rik,-0.077451137,0.256101911,0.303367623
Gm11814,-0.03541177,0.256101911,0.303367623
Gm5805,0.05296524,0.256101911,0.303367623
Skap1,0.069025279,0.256101911,0.303367623
Tenm3,-0.039119935,0.256101911,0.303367623
Atxn2l,-0.023204506,0.257312219,0.3046336
Garin5a,0.099675702,0.257312219,0.3046336
Gm16089,-0.036349531,0.257312219,0.3046336
Hcn3,0.03507054,0.257312219,0.3046336
Hmgb1,0.043853551,0.257312219,0.3046336
Rmc1,-0.031019684,0.257312219,0.3046336
Zfp335,-0.037425005,0.257312219,0.3046336
Zfp78,0.050707652,0.257312219,0.3046336
Ccdc141,-0.028143876,0.25852649,0.305923902
Dhx9,-0.031047685,0.25852649,0.305923902
Gcdh,-0.035630678,0.25852649,0.305923902
Gm13123,0.079850285,0.25852649,0.305923902
Mcmbp,0.021086353,0.25852649,0.305923902
Notch4,-0.028869118,0.25852649,0.305923902
Usp7,-0.007658915,0.25852649,0.305923902
Klf6,0.027980422,0.259744727,0.307302112
Pomgnt1,-0.030057345,0.259744727,0.307302112
Wnk2,0.045554602,0.259744727,0.307302112
Gm48062,0.188123049,0.260966933,0.308684449
Lrrc26,-0.084866974,0.260966933,0.308684449
Vkorc1l1,-0.014913399,0.260966933,0.308684449
C130026L21Rik,-0.058301083,0.26219311,0.30996444
Fam124a,0.034626449,0.26219311,0.30996444
Gm4149,-0.049275859,0.26219311,0.30996444
